id,regionname,countryshortname,project_name,sector1,sector2,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,duration_years,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,supplementprojectflg,projectfinancialtype
P120660,Western and Central Africa,Liberia,LIBERIA Electricity System Enhancement Project (LESEP),Energy and Extractives,Oil and Gas,2010-10-22,2010,2011,2017,2010-11-30,2011-07-07,2017-05-31,6.5," 43,000,000 "," 10,000,000 ", 0.81 , 0.19 ," 53,000,000 "," 53,000,000 ", -   ," 10,000,000 "," 43,000,000 "," 53,000,000 ",Investment Project Financing,B,,Grants
P120723,Eastern and Southern Africa,Zambia,Road Rehabilitation and Maintenance Second Additional Financing,Transportation,Rural and Inter-Urban Roads,2010-08-19,2010,,2014,2010-10-14,,2014-06-30,3.7, -   ," 15,000,000 ", -   , 1.00 ," 15,000,000 "," 15,000,000 ", -   ," 15,000,000 ", -   ," 15,000,000 ",Adaptable Program Loan,B,Y,IDA
P121234,East Asia and Pacific,Indonesia,Infrastructure Reconstruction Financing Facility - Additional Financing,Transportation,Roads and highways,2010-03-19,2010,,2010,2010-04-30,,2010-06-30,0.2," 36,700,000 ", -   , 1.00 , -   ," 36,700,000 "," 36,700,000 ",  ,  ," 36,700,000 "," 36,700,000 ",Specific Investment Loan,A,Y,Grants
P121263,East Asia and Pacific,China,China GEF City Cluster Eco-Transport Project,Transportation,Urban Transport,2010-06-18,2012,2012,2016,2012-03-29,2012-06-20,2016-06-30,4.3," 25,050,000 ", -   , 1.00 , -   ," 25,050,000 "," 25,050,000 ",  ,  ," 4,800,000 "," 4,800,000 ",Investment Project Financing,B,N,Other
P121354,Africa,Eastern and Southern Africa,East Africa Trade and Transport Facilitation Program (EATTFP) - Additional Financing,Transportation,Ports/Waterways,2011-04-28,2011,,2015,2011-06-23,,2015-09-30,4.3, -   ," 30,000,000 ", -   , 1.00 ," 30,000,000 "," 30,000,000 ", -   ," 30,000,000 ", -   ," 30,000,000 ",Specific Investment Loan,A,Y,IDA
P121430,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",Yemen Industrial Stones Community Project,Energy and Extractives,Renewable Energy Biomass,2010-06-24,2010,2010,2014,2010-06-24,2010-12-20,2014-12-20,4.5," 2,450,000 ", -   , 1.00 , -   ," 2,450,000 "," 2,450,000 ",  ,  ," 2,450,000 "," 2,450,000 ",Investment Project Financing,B,N,Grants
P121693,Western and Central Africa,Mali,Mali - Second Transport Sector Project Additional Financing,Transportation,Rural and Inter-Urban Roads,2011-04-11,2011,,2015,2011-07-05,,2015-12-31,4.5," 4,000,000 "," 23,000,000 ", 0.15 , 0.85 ," 27,000,000 "," 27,000,000 ", -   ," 23,000,000 ", -   ," 23,000,000 ",Specific Investment Loan,B,Y,IDA
P121770,Western and Central Africa,Liberia,Liberia - Urban and Rural Infrastructure Rehabilitation Project - Additional Financing,Transportation,Rural and Inter-Urban Roads,2010-05-19,2010,,2017,2010-06-29,,2017-06-30,7.0," 27,000,000 "," 20,000,000 ", 0.57 , 0.43 ," 47,000,000 "," 47,000,000 ", -   ," 20,000,000 "," 27,000,000 "," 47,000,000 ",Specific Investment Loan,B,Y,Grants
P121774,South Asia,India,Second Kerala Rural Water Supply and Sanitation Project (Jalanidhi II),"Water, Sanitation and Waste Management",Sanitation,2010-10-27,2011,2012,2019,2011-12-15,2012-04-17,2019-06-28,7.5," 85,900,000 "," 155,300,000 ", 0.36 , 0.64 ," 241,200,000 "," 241,200,000 ", -   ," 155,300,000 ", -   ," 155,300,000 ",Investment Project Financing,B,N,IDA
P121848,Eastern and Southern Africa,Zimbabwe,Beitbridge Emergency Water Supply and Sanitation Project,"Water, Sanitation and Waste Management",Waste Management,2010-10-20,2010,2011,2012,2010-10-20,2011-03-01,2012-12-31,2.2," 2,950,000 ", -   , 1.00 , -   ," 2,950,000 "," 2,950,000 ",  ,  ," 2,650,000 "," 2,650,000 ",Specific Investment Loan,B,N,Other
P121878,East Asia and Pacific,Kiribati,Kiribati Grid  Connected Solar PV Project,Energy and Extractives,Renewable Energy Biomass,2013-03-12,2013,2013,2018,2013-03-12,2013-06-18,2018-10-31,5.6," 3,970,000 ", -   , 1.00 , -   ," 3,970,000 "," 3,970,000 ",  ,  ," 3,920,000 "," 3,920,000 ",Specific Investment Loan,Not Available,N,Other
P121881,Latin America and Caribbean,Brazil,BRAZIL SOLID WASTE PICKER SOCIAL INCLUSION INITIATIVE,"Water, Sanitation and Waste Management",Waste Management,2010-06-16,2010,2011,2014,2010-06-16,2011-04-28,2014-01-28,3.6," 2,729,900 ", -   , 1.00 , -   ," 2,729,900 "," 2,729,900 ",  ,  ," 2,729,900 "," 2,729,900 ",Investment Project Financing,C,N,Grants
P122028,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,MA-Ouarzazate Concentrated Solar Power,Energy and Extractives,Renewable Energy Solar,2010-09-14,2011,2013,2017,2011-11-17,2013-06-12,2017-06-30,5.6," 1,238,000,000 "," 200,000,000 ", 0.86 , 0.14 ," 1,438,000,000 "," 1,438,000,000 "," 200,000,000 ", -   ," 764,000,000 "," 964,000,000 ",Investment Project Financing,A,N,Other
P122141,Europe and Central Asia,Tajikistan,AF ENERGY LOSS REDUCTION,Energy and Extractives,Renewable Energy Hydro,2012-01-11,2012,,2014,2012-02-14,,2014-12-31,2.9, -   ," 18,000,000 ", -   , 1.00 ," 18,000,000 "," 18,000,000 ", -   ," 18,000,000 ", -   ," 18,000,000 ",Specific Investment Loan,A,Y,IDA
P122269,South Asia,Bangladesh,BD Rural Water Supply and Sanitation Project,"Water, Sanitation and Waste Management",Sanitation,2011-02-03,2012,2012,2017,2012-03-22,2012-05-13,2017-12-31,5.8," 8,440,000 "," 75,000,000 ", 0.10 , 0.90 ," 83,440,000 "," 84,930,200 ", -   ," 75,000,000 ", -   ," 75,000,000 ",Investment Project Financing,B,N,Other
P122321,East Asia and Pacific,China,JiTuHun Railway,Transportation,Railways,2011-04-11,2011,2011,2016,2011-05-24,2011-08-30,2016-12-31,5.6," 6,103,000,100 "," 200,000,000 ", 0.97 , 0.03 ," 6,303,000,100 "," 6,303,000,100 "," 200,000,000 ", -   , -   ," 200,000,000 ",Investment Project Financing,A,N,Other
P122367,Western and Central Africa,Mauritania,Mauritania:  Post Compliance I: EITI Implementation,Energy and Extractives,Renewable Energy Biomass,2010-07-07,2010,2011,2013,2010-07-07,2011-09-27,2013-12-31,3.5," 275,000 ", -   , 1.00 , -   ," 275,000 "," 275,000 ",  ,  ," 275,000 "," 275,000 ",Investment Project Financing,C,N,Grants
P122406,South Asia,Nepal,Kabeli-A Hydro Electric Project,Energy and Extractives,Renewable Energy Hydro,2011-04-30,2014,2016,2019,2014-07-01,2016-06-20,2019-12-30,5.5," 23,960,000 "," 84,120,000 ", 0.22 , 0.78 ," 108,080,000 "," 108,080,000 ", -   ," 46,000,000 ", -   ," 46,000,000 ",Investment Project Financing,A,N,Other
P122773,Europe and Central Asia,Uzbekistan,Advanced Electricity Metering Project,Energy and Extractives,Energy Transmission and Distribution,2011-04-18,2012,2013,2017,2012-03-27,2013-12-06,2017-06-30,5.3," 66,100,000 "," 180,000,000 ", 0.27 , 0.73 ," 246,100,000 "," 246,100,000 "," 180,000,000 ", -   , -   ," 180,000,000 ",Investment Project Financing,C,N,Other
P123322,"Middle East, North Africa, Afghanistan, and Pakistan",West Bank and Gaza,Water Supply and Sanitation Improvements for West Bethlehem Villages,"Water, Sanitation and Waste Management",Sanitation,2011-12-08,2012,2012,2016,2012-08-24,2012-08-24,2016-10-31,4.2," 3,650,000 ", -   , 1.00 , -   ," 3,650,000 "," 3,650,000 ",  ,  ," 3,650,000 "," 3,650,000 ",Investment Project Financing,B,N,Grants
P123994,East Asia and Pacific,Indonesia,Indonesia Second Power Transmission Development Project,Energy and Extractives,Energy Transmission and Distribution,2011-12-05,2013,2014,2019,2013-07-08,2014-03-26,2019-12-31,6.5," 21,430,000 "," 137,600,000 ", 0.13 , 0.87 ," 159,030,000 "," 159,030,000 "," 137,600,000 ", -   , -   ," 137,600,000 ",Investment Project Financing,B,N,Other
P124014,Western and Central Africa,Liberia,Lighting Lives in Liberia,Energy and Extractives,Renewable Energy Biomass,2012-01-26,2012,2012,2017,2012-01-26,2012-03-20,2017-05-31,5.3," 5,504,540 ", -   , 1.00 , -   ," 5,504,540 "," 5,504,540 ",  ,  ," 3,454,540 "," 3,454,540 ",Specific Investment Loan,B,Y,Other
P124114,Eastern and Southern Africa,Tanzania,TANZANIA SECOND CENTRAL TRANSP CORRIDOR PROJECT - ADD'L FINANC,Transportation,Urban Transport,2012-07-23,2013,,2016,2013-01-15,,2016-12-31,4.0, -   ," 100,000,000 ", -   , 1.00 ," 100,000,000 "," 100,000,000 ", -   ," 100,000,000 ", -   ," 100,000,000 ",Specific Investment Loan,B,Y,IDA
P124486,Eastern and Southern Africa,Malawi,Second National Water Development Project - Additional Financing (IDA),"Water, Sanitation and Waste Management",Sanitation,2011-05-02,2011,,2015,2011-06-02,,2015-10-31,4.4, -   ," 120,000,000 ", -   , 1.00 ," 120,000,000 "," 120,000,000 ", -   ," 120,000,000 ", -   ," 120,000,000 ",Specific Investment Loan,B,Y,IDA
P124664,Western and Central Africa,Liberia,Emergency Monrovia Urban Sanitation Project (EMUS) - Additional Financing,"Water, Sanitation and Waste Management",Waste Management,2011-04-06,2011,,2016,2011-04-07,,2016-12-30,5.7, -   ," 4,000,000 ", -   , 1.00 ," 4,000,000 "," 4,000,000 ", -   ," 4,000,000 ", -   ," 4,000,000 ",Specific Investment Loan,B,Y,IDA
P124678,Western and Central Africa,Ghana,Ghana EITI - Post Compliance I,Energy and Extractives,Oil and Gas,2011-07-05,2011,2011,2013,2011-07-05,2011-11-28,2013-12-31,2.5," 400,000 ", -   , 1.00 , -   ," 400,000 "," 400,000 ",  ,  ," 400,000 "," 400,000 ",Investment Project Financing,C,N,Grants
P124848,East Asia and Pacific,China,China:Fujian Meizhou Bay Navigation Improvement Project,Transportation,Ports/Waterways,2011-08-03,2013,2013,2019,2013-02-28,2013-06-13,2019-06-30,6.3," 88,160,000 "," 50,000,000 ", 0.64 , 0.36 ," 138,160,000 "," 138,160,000 "," 50,000,000 ", -   , -   ," 50,000,000 ",Investment Project Financing,A,N,Other
P124898,Europe and Central Asia,Turkiye,Private Sector Renewable Energy and Energy Efficiency Additional Financing,Energy and Extractives,Renewable Energy Hydro,2011-09-16,2011,,2016,2011-11-22,,2016-12-31,5.1," 150,000,000 "," 500,000,000 ", 0.23 , 0.77 ," 650,000,000 "," 650,000,000 "," 500,000,000 ", -   , -   ," 500,000,000 ",Specific Investment Loan,F,Y,Other
P125022,East Asia and Pacific,China,CN: Beijing Distributed Solar Photovoltaic Scale?Up Project,Energy and Extractives,Renewable Energy Solar,2011-12-29,2013,2013,2019,2013-03-20,2013-09-30,2019-12-31,6.8," 119,700,000 "," 120,000,000 ", 0.50 , 0.50 ," 239,700,000 "," 239,700,000 "," 120,000,000 ", -   , -   ," 120,000,000 ",Investment Project Financing,B,N,Other
P125451,Latin America and Caribbean,Guatemala,Guatemala: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Mining,2011-07-07,2011,2012,2015,2011-07-07,2012-09-19,2015-06-30,4.0," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,C,N,Grants
P125453,Latin America and Caribbean,Trinidad and Tobago,Trinidad & Tobago: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,2012-01-19,2012,2012,2014,2012-01-19,2012-06-05,2014-09-30,2.7," 325,000 ", -   , 1.00 , -   ," 325,000 "," 325,000 ",  ,  ," 325,000 "," 325,000 ",Investment Project Financing,C,N,Grants
P125487,Eastern and Southern Africa,Ethiopia,Ethiopia: Support to Artisan Miners (JSDF),Energy and Extractives,Mining,2011-07-05,2011,2011,2017,2011-07-05,2011-11-04,2017-04-04,5.8," 3,000,000 ", -   , 1.00 , -   ," 3,000,000 "," 3,000,000 ",  ,  ," 3,000,000 "," 3,000,000 ",Investment Project Financing,B,N,Grants
P125829,Latin America and Caribbean,Brazil,BR APL2 Sao Bernardo Integrated Water Management in Sao Paulo Program,"Water, Sanitation and Waste Management",Sanitation,2011-07-20,2012,,2017,2012-03-29,,2017-03-30,5.0," 20,580,000 "," 20,820,000 ", 0.50 , 0.50 ," 41,400,000 "," 41,400,000 "," 20,820,000 ", -   , -   ," 20,820,000 ",Adaptable Program Loan,A,Y,Other
P125860,Latin America and Caribbean,Panama,Implementation of Panama Maritime Strategy,Transportation,Ports/Waterways,2011-03-31,2011,,2013,2011-03-31,,2013-06-30,2.3," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P126051,Other,World,International Road Assessment Program ( Bloomberg RS10),Transportation,Rural and Inter-Urban Roads,2011-03-28,2011,,2016,2011-03-28,,2016-02-25,4.9," 1,400,000 ", -   , 1.00 , -   ," 1,400,000 "," 1,400,000 ",  ,  ," 1,400,000 "," 1,400,000 ",Investment Project Financing,C,N,Grants
P126061,Africa,Africa,Time Release Studies on Measuring and Benchmarking Customs and Border Management Performance in COMESA,Transportation,Rural and Inter-Urban Roads,2012-01-17,2012,2011,2013,2012-01-17,2011-10-16,2013-02-28,1.1," 800,000 ", -   , 1.00 , -   ," 800,000 "," 800,000 ",  ,  ," 800,000 "," 800,000 ",Investment Project Financing,C,N,Grants
P126185,Western and Central Africa,Sierra Leone,Sierra Leone Technical Advisory Facility,Energy and Extractives,Renewable Energy Biomass,2011-04-15,2011,2011,2014,2011-04-15,2011-07-06,2014-06-30,3.2," 750,000 ", -   , 1.00 , -   ," 750,000 "," 750,000 ",  ,  ," 750,000 "," 750,000 ",Investment Project Financing,C,N,Grants
P126190,Western and Central Africa,Nigeria,Nigeria Electricity and Gas Improvement Project Additional Financing,Energy and Extractives,Oil and Gas,2012-02-14,2012,,2018,2012-06-19,,2018-12-31,6.5," 200,000,000 ", -   , 1.00 , -   ," 200,000,000 "," 200,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,Y,IDA
P126206,Africa,Tanzania,TANZANIA TRANSPORT SECTOR SUPPORT PROJECT - ADDITIONAL FINANCING,Transportation,Ports/Waterways,2011-04-20,2011,,2017,2011-06-30,,2017-06-20,6.0, -   ," 59,000,000 ", -   , 1.00 ," 59,000,000 "," 59,000,000 ", -   ," 59,000,000 ", -   ," 59,000,000 ",Specific Investment Loan,B,Y,IDA
P126321,Eastern and Southern Africa,Kenya,KENYA: NATIONAL URBAN TRANSPORT IMPROVEMENT PROJECT,Transportation,Urban Transport,2012-01-12,2012,2012,2018,2012-08-02,2012-12-24,2018-12-31,6.4, 39 ," 300,000,000 ", -   , 1.00 ," 300,000,039 "," 300,000,032 ", -   ," 300,000,000 ", -   ," 300,000,000 ",Investment Project Financing,B,N,Other
P126354,Eastern and Southern Africa,Mozambique,Mozambique: Extractive Industries-Technical Advisory Facility,Energy and Extractives,Renewable Energy Biomass,2011-05-19,2011,2011,2014,2011-05-19,2011-08-08,2014-03-31,2.9," 750,000 ", -   , 1.00 , -   ," 750,000 "," 750,000 ",  ,  ," 750,000 "," 750,000 ",Investment Project Financing,C,N,Grants
P126421,Eastern and Southern Africa,Eastern and Southern Africa,Second Additional Financing for Southern African Power Market Project (APL1),Energy and Extractives,Energy Transmission and Distribution,2012-04-11,2012,,2016,2012-06-28,,2016-09-30,4.3, -   ," 201,500,000 ", -   , 1.00 ," 201,500,000 "," 201,500,000 ", -   ," 201,500,000 ", -   ," 201,500,000 ",Adaptable Program Loan,A,Y,IDA
P126594,Eastern and Southern Africa,Uganda,UGANDA:  Support for the Uganda Petroleum Institute,Energy and Extractives,Oil and Gas,2011-10-03,2011,2012,2014,2011-10-03,2012-05-02,2014-12-31,3.2," 1,180,000 ", -   , 1.00 , -   ," 1,180,000 "," 1,180,000 ",  ,  ," 1,180,000 "," 1,180,000 ",Investment Project Financing,C,N,Grants
P126722,Europe and Central Asia,Armenia,Municipal Water Project,"Water, Sanitation and Waste Management",Water Supply,2011-11-28,2012,2012,2015,2012-02-21,2012-06-23,2015-06-30,3.4," 3,000,000 "," 15,000,000 ", 0.17 , 0.83 ," 18,000,000 "," 18,000,000 "," 15,000,000 ", -   , -   ," 15,000,000 ",Investment Project Financing,B,N,IBRD
P126724,South Asia,Bangladesh,Additional Financing II for Rural Electrification and Renewable Energy Development Project,Energy and Extractives,Renewable Energy Biomass,2011-07-28,2011,,2012,2011-10-04,,2012-12-31,1.2," 83,100,000 "," 172,000,000 ", 0.33 , 0.67 ," 255,100,000 "," 255,100,000 ", -   ," 172,000,000 "," 9,300,000 "," 181,300,000 ",Financial Intermediary Loan,B,Y,Grants
P126736,Europe and Central Asia,Kyrgyz Republic,Kyrgyz Republic - EITI Post Compliance I,Energy and Extractives,Mining,2011-06-17,2011,2012,2013,2011-06-17,2012-04-12,2013-12-31,2.5," 200,000 ", -   , 1.00 , -   ," 200,000 "," 200,000 ",  ,  ," 200,000 "," 200,000 ",Investment Project Financing,C,N,Grants
P126875,Eastern and Southern Africa,Tanzania,Energy Sector Capacity Building Project (ESCBP),Energy and Extractives,Oil and Gas,2011-07-14,2013,2014,2018,2013-03-26,2014-01-20,2018-12-31,5.8," 13,540,000 "," 21,460,000 ", 0.39 , 0.61 ," 35,000,000 "," 35,000,000 ", -   ," 21,460,000 "," 13,540,000 "," 35,000,000 ",Investment Project Financing,B,N,IDA
P126994,East Asia and Pacific,Mongolia,Mongolia: Post Compliance I,Energy and Extractives,Mining,2011-09-07,2011,2011,2014,2011-09-07,2011-09-26,2014-05-31,2.7," 250,000 ", -   , 1.00 , -   ," 250,000 "," 250,000 ",  ,  ," 250,000 "," 250,000 ",Investment Project Financing,C,N,Grants
P127115,Eastern and Southern Africa,Mozambique,Mozambique Phase II: EITI Implementation,Energy and Extractives,Oil and Gas,2011-07-14,2011,,2012,2011-07-14,,2012-12-31,1.5," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P127144,"Middle East, North Africa, Afghanistan, and Pakistan",Djibouti,DJ (GEF) Geothermal Power Generation Program,Energy and Extractives,Renewable Energy Biomass,2011-10-28,2013,,2019,2013-06-05,,2019-12-31,6.6," 6,036,364 "," 6,000,000 ", 0.50 , 0.50 ," 12,036,364 "," 12,036,364 ",  ,  ," 6,036,364 "," 6,036,364 ",Investment Project Financing,B,Y,
P127435,East Asia and Pacific,Viet Nam,Results-Based Rural Water Supply and Sanitation Under the National Target Program,"Water, Sanitation and Waste Management",Sanitation,2012-11-01,2012,2013,2019,2012-11-01,2013-04-24,2019-07-31,6.7," 60,000,000 "," 200,000,000 ", 0.23 , 0.77 ," 260,000,000 "," 260,000,000 ", -   ," 200,000,000 ", -   ," 200,000,000 ",Program-for-Results Financing,Not Available,N,IDA
P127455,Latin America and Caribbean,Uruguay,ORIENTAL REPUBLIC OF URUGUAY: MONTEVIDEO LANDFILL GAS RECOVERY PROJECT,"Water, Sanitation and Waste Management",Waste Management,2011-12-09,2011,2011,2017,2011-12-09,2011-12-09,2017-07-25,5.6," 2,500,000 ", -   , 1.00 , -   ," 2,500,000 "," 2,500,000 ",  ,  ," 2,000,000 "," 2,000,000 ",,,N,Other
P127925,Latin America and Caribbean,Brazil,BR Fostering Short Sea Shipping,Transportation,Ports/Waterways,2011-09-21,2011,2012,2016,2011-09-21,2012-08-02,2016-02-29,4.4," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,C,N,Grants
P128268,South Asia,Maldives,Maldives: Clean Energy for Climate Mitigation Project,Energy and Extractives,Renewable Energy Biomass,2011-09-20,2012,2012,2014,2012-03-28,2012-04-25,2014-11-30,2.7," 2,600,000 ", -   , 1.00 , -   ," 2,600,000 "," 2,600,000 ",  ,  ," 2,530,000 "," 2,530,000 ",Investment Project Financing,B,N,Other
P128282,Western and Central Africa,Liberia,Liberia EITI - Post Compliance I,Energy and Extractives,Mining,2013-07-23,2013,2013,2015,2013-07-23,2013-08-19,2015-12-31,2.4," 200,000 ", -   , 1.00 , -   ," 200,000 "," 200,000 ",  ,  ," 200,000 "," 200,000 ",Investment Project Financing,C,N,Grants
P128289,Latin America and Caribbean,Peru,Peru - Post Compliance I,Energy and Extractives,Oil and Gas,2013-08-26,2013,2013,2015,2013-08-26,2013-09-20,2015-12-31,2.3," 250,000 ", -   , 1.00 , -   ," 250,000 "," 250,000 ",  ,  ," 250,000 "," 250,000 ",Investment Project Financing,C,N,Grants
P128290,East Asia and Pacific,Philippines,Philippines: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Mining,2014-04-29,2014,2014,2015,2014-04-29,2014-08-26,2015-12-31,1.7," 200,000 ", -   , 1.00 , -   ," 200,000 "," 200,000 ",  ,  ," 200,000 "," 200,000 ",Investment Project Financing,C,N,Grants
P128680,Eastern and Southern Africa,Kenya,Kenya Climate Innovation Center,Energy and Extractives,Renewable Energy Biomass,2012-05-15,2012,2012,2016,2012-05-15,2012-05-15,2016-11-15,4.5," 5,000,000 ", -   , 1.00 , -   ," 5,000,000 "," 5,000,000 ",  ,  ," 5,000,000 "," 5,000,000 ",Investment Project Financing,C,N,Grants
P128793,Western and Central Africa,Guinea-Bissau,Guinea-Bissau: Extractive Industries Sectors TA,Energy and Extractives,Mining,2011-10-07,2011,2012,2016,2011-10-07,2012-03-20,2016-02-29,4.4," 3,198,216 ", -   , 1.00 , -   ," 3,198,216 "," 3,198,216 ",  ,  ," 3,198,216 "," 3,198,216 ",Investment Project Financing,B,N,Grants
P129148,Western and Central Africa,Guinea,Additional Financing - Electricity Sector Efficiency Enhancement Project,Energy and Extractives,Renewable Energy Hydro,2012-03-14,2012,,2016,2012-05-31,,2016-06-30,4.1, -   ," 18,300,000 ", -   , 1.00 ," 18,300,000 "," 18,300,000 ", -   ," 18,300,000 ", -   ," 18,300,000 ",Investment Project Financing,C,Y,IDA
P129322,East Asia and Pacific,Papua New Guinea,PNG: Building a More Disaster and Climate Resilient Transport Sector,Transportation,Rural and Inter-Urban Roads,2011-10-20,2011,2012,2015,2011-10-20,2012-05-16,2015-06-30,3.7," 2,933,700 ", -   , 1.00 , -   ," 2,933,700 "," 2,933,700 ",  ,  ," 2,933,700 "," 2,933,700 ",Investment Project Financing,C,N,Grants
P129383,Western and Central Africa,"Congo, Republic of",Republic of Congo: Extractive Industries Transparency Initiative,Energy and Extractives,Oil and Gas,2011-12-20,2011,2012,2013,2011-12-20,2012-03-13,2013-12-31,2.0," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P129544,Western and Central Africa,Ghana,Additional Financing for Ghana Urban Water Project,"Water, Sanitation and Waste Management",Water Supply,2012-03-02,2012,,2016,2012-03-27,,2016-06-30,4.3, -   ," 50,000,000 ", -   , 1.00 ," 50,000,000 "," 50,000,000 ", -   ," 50,000,000 ", -   ," 50,000,000 ",Specific Investment Loan,B,Y,IDA
P129561,Latin America and Caribbean,Peru,PE Mainstreaming inclusive design and universal mobility in Lima,Transportation,Urban Transport,2011-11-29,2011,2012,2017,2011-11-29,2012-07-24,2017-12-31,6.1," 2,500,000 ", -   , 1.00 , -   ," 2,500,000 "," 2,500,000 ",  ,  ," 2,500,000 "," 2,500,000 ",Investment Project Financing,C,N,Grants
P130142,Eastern and Southern Africa,Ethiopia,Ethiopia Climate Innovation Center,Energy and Extractives,Renewable Energy Biomass,2013-11-22,2013,2013,2018,2013-11-22,2013-12-02,2018-04-30,4.4," 5,000,000 ", -   , 1.00 , -   ," 5,000,000 "," 5,000,000 ",  ,  ," 5,000,000 "," 5,000,000 ",Investment Project Financing,Not Available,N,Grants
P130163,South Asia,Maldives,Maldives  Ari Atoll Solid Waste Management Project,"Water, Sanitation and Waste Management",Waste Management,2012-08-17,2012,2012,2014,2012-11-21,2012-12-23,2014-11-30,2.0," 1,326,000 ", -   , 1.00 , -   ," 1,326,000 "," 1,326,000 ",  ,  ," 1,326,000 "," 1,326,000 ",Investment Project Financing,A,N,Grants
P130444,East Asia and Pacific,Philippines,Philippines: Social Inclusion and Alternative Livelihood for the Informal Waste Sector,"Water, Sanitation and Waste Management",Waste Management,2012-01-10,2012,2012,2016,2012-01-10,2012-06-18,2016-06-15,4.4," 2,858,134 ", -   , 1.00 , -   ," 2,858,134 "," 2,858,134 ",  ,  ," 2,858,134 "," 2,858,134 ",Investment Project Financing,B,N,Grants
P130461,South Asia,Nepal,Output-Based Aid for Municipal Solid Waste Management,"Water, Sanitation and Waste Management",Waste Management,2012-10-19,2012,2013,2017,2012-10-19,2013-06-21,2017-06-30,4.7," 4,600,000 ", -   , 1.00 , -   ," 4,600,000 "," 4,600,000 ",  ,  ," 4,600,000 "," 4,600,000 ",Investment Project Financing,B,N,Grants
P130616,South Asia,India,HP State Roads Project - Additional Financing,Transportation,Rural and Inter-Urban Roads,2012-04-27,2012,,2017,2012-10-25,,2017-06-30,4.7," 35,500,000 "," 61,700,000 ", 0.37 , 0.63 ," 97,200,000 "," 97,200,000 "," 61,700,000 ", -   , -   ," 61,700,000 ",Specific Investment Loan,A,Y,IBRD
P130994,Eastern and Southern Africa,Sao Tome and Principe,Sao Tome & Principe: EITI Implementation,Energy and Extractives,Oil and Gas,2013-09-12,2013,2014,2015,2013-09-12,2014-04-10,2015-12-31,2.3," 285,000 ", -   , 1.00 , -   ," 285,000 "," 285,000 ",  ,  ," 285,000 "," 285,000 ",Investment Project Financing,C,N,Grants
P131027,Eastern and Southern Africa,"Congo, Democratic Republic of",DRC Inga 3 and Mid-Size Hydropower Development TA,Energy and Extractives,Renewable Energy Hydro,2012-05-21,2014,2014,2016,2014-03-20,2014-09-08,2016-09-12,2.5," 33,400,000 "," 73,100,000 ", 0.31 , 0.69 ," 106,500,000 "," 106,500,000 ", -   ," 73,100,000 "," 33,400,000 "," 106,500,000 ",Investment Project Financing,A,N,Other
P131330,Eastern and Southern Africa,Tanzania,Tanzania Phase II: EITI Implementation,Energy and Extractives,Mining,2012-05-30,2012,2012,2014,2012-05-30,2012-06-25,2014-06-30,2.1," 350,000 ", -   , 1.00 , -   ," 350,000 "," 350,000 ",  ,  ," 350,000 "," 350,000 ",Investment Project Financing,C,N,Grants
P131462,East Asia and Pacific,Papua New Guinea,PNG Social and Economic Empowerment for Women in Mining and Petroleum Areas,Energy and Extractives,Mining,2012-12-26,2012,2013,2016,2012-12-26,2013-07-20,2016-04-04,3.3," 2,070,000 ", -   , 1.00 , -   ," 2,070,000 "," 2,070,000 ",  ,  ," 2,070,000 "," 2,070,000 ",Investment Project Financing,C,N,Grants
P131626,Western and Central Africa,Senegal,Senegal: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Mining,2013-12-06,2013,2014,2015,2013-12-06,2014-03-05,2015-12-31,2.1," 500,000 ", -   , 1.00 , -   ," 500,000 "," 500,000 ",  ,  ," 500,000 "," 500,000 ",Investment Project Financing,C,N,Grants
P131734,Latin America and Caribbean,Caribbean,Caribbean Climate Innovation Center,Energy and Extractives,Renewable Energy Biomass,2015-03-27,2015,2015,2019,2015-03-27,2015-04-22,2019-01-31,3.9," 3,000,000 ", -   , 1.00 , -   ," 3,000,000 "," 3,000,000 ",  ,  ," 3,000,000 "," 3,000,000 ",Investment Project Financing,Not Available,N,Grants
