countryname,countrycode,indicatorname,indicatorcode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Curacao,CUW,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.73567053,79.12713792,79.45156016,80.73867532,81.8528691,85.20883735,87.87587477,90.51214817,96.75748898,98.49912178,101.2373973,100,103.1840006,104.5587212,106.1257414,105.6200653,105.5701471,107.2439609,110.0160025,112.9049132,115.9320444,120.2893503,125.1115965,128.1187186,
Cayman Islands,CYM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.65072291,93.43628232,96.28396559,96.87165959,96.67171083,96.22658305,97.44039784,98.78332464,99.65926441,100,101.0000923,103.0067604,105.7496239,109.3412111,109.4935997,111.8426011,115.8501984,120.0682125,
Cyprus,CYP,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.38550746,49.22785891,52.20190205,54.70922883,57.59294262,65.42434528,67.15218462,68.6543021,70.00382635,71.61529749,73.58002832,76.27327185,76.49932924,80.62087141,82.80513177,84.47740222,87.08446473,90.68806722,94.98180637,95.23151254,97.02318112,98.59131819,100.2464488,99.30639884,97.97741534,97.23843888,96.67956825,97.66608053,98.66789387,99.99999573,98.79207143,101.7980476,108.6279502,112.7690847,116.7590762
Czechia,CZE,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13946398,28.79034093,32.34803897,39.14397472,43.97511099,47.98008559,52.73485133,57.14002834,62.76120068,64.71632597,65.85499387,69.10465957,71.0397812,72.04320461,74.9660771,75.05438802,75.56718974,78.25804018,79.84380722,81.9558243,81.55823586,81.37788335,82.47110578,83.51979829,85.78044198,86.83943281,88.13441188,89.61826091,92.13954503,95.67891787,100,104.0344264,113.0553564,122.2421684,127.1099387
Germany,DEU,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.48636677,65.44497182,68.92031239,71.52906838,72.91885977,74.25711375,74.60161145,74.7098011,75.22666268,75.65835855,75.39823545,76.47868427,77.6253359,78.65137336,79.55984335,79.98494472,80.34247729,81.82042137,82.59594796,84.2434927,84.81845331,85.86336144,87.09299038,88.83052306,90.51903576,92.04464157,93.20096033,94.56914033,96.33317088,98.2752246,100,102.8029294,109.0655364,115.7653413,119.3610286
Djibouti,DJI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.3297388,103.0922163,103.4043614,103.9857333,104.6678995,105.138743,105.7493042,109.2958744,109.1343803,111.7499274,110.0275642
Dominica,DMA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.96935851,55.94539288,58.39964822,59.96458973,64.54560076,65.05159562,67.17549644,68.14609383,69.87708157,71.64943682,70.37212038,71.83891842,73.68313865,69.29131693,70.73460655,69.16447446,70.5169269,71.43027123,71.9777626,78.2065254,78.93310239,80.75435638,79.09920054,82.89121085,84.99966992,89.64610234,92.84231084,92.32926437,100,98.65417444,96.08824657,97.03814844,97.29221729,99.32486721,101.6921538
Denmark,DNK,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.34432178,60.87748765,61.88584905,62.24316424,63.21897937,64.02762642,65.3233172,66.63838573,67.459614,68.59795796,70.66507413,72.44395891,74.17488346,75.28345356,76.8530303,79.08019132,80.73182193,82.68941808,86.20723995,86.70012914,89.46314069,90.04141285,92.20946835,92.99040072,93.93769997,94.32200184,94.72429738,95.76685076,96.33476944,97.25079615,100,102.7689192,112.1177723,107.8697219,109.8371383
Dominican Republic,DOM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.814294896,12.3659932,13.05262748,13.70286099,15.09273258,16.54726205,17.15719564,18.77631628,19.9992754,20.76285234,22.2615243,23.60401477,25.23964764,33.68646936,48.8940481,51.7190572,55.15543722,59.36609618,65.45563653,67.69846081,71.31986226,77.0014089,80.8349048,84.57642655,88.14198386,90.24078609,92.05949271,95.6567026,100,103.5954507,109.2462442,117.1349521,128.3227863,135.7490528,141.5502733
Algeria,DZA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25369095,24.99632445,30.47704717,34.6293695,44.69877544,57.47236127,71.27831675,76.26919816,73.88114191,81.90192715,100.4756537,100,101.3728559,110.4380853,123.0793849,138.293958,153.2036837,164.0742753,188.8788309,174.9513815,202.1684247,236.352494,255.266476,257.5453751,261.2807222,248.2513194,250.3780592,262.741746,278.9389296,281.4019404,268.1440146,310.8663268,382.2140738,385.4813965,392.0350223
East Asia & Pacific (excluding high income),EAP,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.15016124,36.50287524,38.07367772,39.07949703,44.94482908,47.29209676,47.99682216,51.35956258,49.4167951,36.42018156,33.61070444,42.55055246,47.43814823,52.77364952,56.1462129,60.96523745,66.2793247,70.96091292,81.67183543,79.41023945,86.56805401,92.48715529,97.11450585,99.70442083,101.7513132,96.17978509,97.30618935,98.21311384,100,99.94342574,98.11850223,100.2523285,102.6063218,104.9496032,110.2124199
"Egypt, Arab Republic of",EGY,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.813671374,5.589888936,6.615677195,7.173319598,7.779384158,8.666213842,9.282179502,10.1989133,10.44141097,10.53741301,10.95305146,11.15762159,11.51082492,12.29097034,13.72531532,14.57803203,15.65097194,17.62232765,19.77295377,21.98466588,24.2066263,27.0298394,32.29602989,35.10987787,39.0589051,42.93780189,45.61955235,59.08575072,71.59705256,81.34720785,86.37197127,90.55855583,100,124.7990759,166.8457618
Euro area,EMU,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98414257,11.81838143,14.43615291,16.06743819,17.52553168,18.20852825,19.86717458,20.32780724,25.40520455,29.23561573,33.95677806,41.38409039,51.6470492,55.58445979,61.91775534,66.4304503,77.1099557,99.86086808,83.65524699,100,,,,,,,,,,,,,
Spain,ESP,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35270668,49.56733155,52.89368176,55.2935957,57.43889978,60.27243525,62.40201546,63.94024518,65.62492986,67.34337152,69.64163384,72.54033681,75.50847142,78.53180473,81.60370645,85.0416081,88.50491808,91.65678541,93.9042498,94.12143445,94.39705752,94.25927674,94.06797283,94.4801552,94.27164997,94.79244599,95.14524692,96.34212115,97.48604385,98.87879892,100,102.5561124,107.3884274,114.0843966,117.4875251
Estonia,EST,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344271541,0.800673799,7.79570334,14.40689064,20.12196122,26.4419818,32.40186886,35.61693362,38.07254401,40.53241785,42.02591688,44.90415358,47.06129436,48.89168959,51.18444531,54.21655778,59.08446604,66.3838588,70.89471435,70.61990727,71.90274451,75.88556312,79.0769531,82.33805019,84.69007207,85.79649626,87.88866665,91.17666822,95.59789289,99.2522943,100,105.3723299,122.0026329,131.8296844,136.7513625
Ethiopia,ETH,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.804538017,10.48482161,12.11334778,13.73373387,14.13628083,15.93248883,15.97058948,16.00359359,15.97956468,16.33474615,17.44550889,16.44146135,15.84604465,17.86926419,18.56819588,20.40190028,22.75879917,26.67799627,34.76454328,43.15893428,43.78239629,52.56596595,70.19732948,73.63838804,81.72519992,90.58138617,100,106.6768222,119.8858409,135.3036787,160.0027871,194.8246297,262.3637146,348.7156735,437.7734229
European Union,EUU,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.94506919,61.86921394,62.4221343,63.52416013,64.69616551,67.41434641,67.35950045,68.7642981,70.8987381,71.55909837,72.73080163,75.13428631,75.84290274,75.98699133,76.44461522,77.15507182,77.86503753,80.00975075,82.44011607,83.90361414,84.19633115,86.38621744,88.93059045,91.2084534,92.70853195,94.22218635,94.27419266,95.06236822,96.95131357,98.38799537,100,102.492842,108.8195005,112.6036306,114.5276194
Fiji,FJI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6479472,38.84430692,41.29408994,44.28268571,44.64936319,45.1540861,46.449305,47.97751315,51.55085598,55.0211673,52.4242376,54.12561182,55.8935965,60.19895692,61.5197272,65.60782749,68.06599456,70.12462089,71.63799353,72.63425954,75.70653255,82.81639082,85.77833023,88.88461794,100,102.530898,105.2308715,107.0181732,108.5439506,110.224235,108.5885298,105.8596325,108.4510597,112.8970933,117.6387718
France,FRA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65485068,68.29130437,69.67102801,70.75631047,71.43051406,72.25242655,73.20424927,73.84461227,74.5155006,74.67955965,75.73819717,77.1790391,78.77222897,80.19121571,81.50125094,83.10038972,84.7602199,86.78177674,88.77845116,88.87252181,89.84074032,90.60571479,91.58611112,92.27106149,92.79774014,93.85047491,94.33592422,94.88905645,95.94668353,97.10814028,100,101.2218161,104.4817985,110.0230656,112.5678529
Faroe Islands,FRO,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03535332,93.50283344,100,99.0479977,96.67072341,98.13645634,100.7583925,105.6739406,113.9866622,114.4151321,113.928434,117.9158119,117.784271,120.1699256,127.1147173,132.2923373,
"Micronesia, Federated States of",FSM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.22497309,83.26653307,85.78998073,88.37416481,90.68517689,92.72356885,94.45713278,95.07224064,97.91608602,97.14783878,98.19597285,99.28481579,99.3783251,99.01646342,100,102.0969947,103.5107409,106.7966479,112.1417969,118.1544135,122.4114988,124.3647364,133.222616,134.0711703,138.1253407,130.8732647,133.744856,146.5306122,160,154.5098039,148.7244408,151.486611,165.7237467,176.0147522,185.58738
Gabon,GAB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48534358,50.06516151,50.17223435,49.91661646,73.15352169,74.13313183,84.18756886,84.98443521,69.86876237,83.27751124,106.6696175,100,100.8558078,100.6368293,108.4515594,130.2443286,143.0970177,149.1519701,179.6967409,147.2173904,171.6029503,193.3643113,187.6757214,176.1187914,174.619333,159.030764,152.2405417,158.0565903,169.3997705,172.0212068,156.5223222,188.3564726,216.1547663,201.3154906,202.5285258
United Kingdom,GBR,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.89256479,49.90263908,51.55989536,52.96905015,53.70723932,59.87766575,62.35498778,62.26343118,63.06268031,63.9334896,64.65062053,65.62765122,67.01833479,68.61809238,70.39436693,72.4650327,74.48857317,76.16306374,78.77332046,80.26772149,81.54324038,83.33392495,84.6195534,86.40455297,87.54414481,88.12053599,89.85135666,91.51820447,93.2759462,95.2654768,100,100.0665567,105.5140847,112.7824621,117.3070019
Georgia,GEO,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33E-05,5.39E-05,0.000764006,0.118760364,7.293636914,19.16285566,27.40868429,29.199835,31.22639738,34.26436417,35.86732336,37.79495756,40.03206932,41.4035721,44.89542287,48.45792091,52.55130941,57.52660889,63.04474954,61.69825981,70.46416187,76.92693135,77.15091678,76.64869131,80.16679303,84.47769953,86.39941381,92.91975725,96.15784008,100,106.8479334,117.7780364,127.3598098,131.1145038,136.1258714
Ghana,GHA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.202704671,1.443743035,1.60472158,2.11433642,2.751363296,3.935696722,5.50358946,6.574487121,7.695336272,8.770464404,11.15867185,15.04389197,18.4766952,23.78032103,27.19283304,31.261892,35.25986943,40.93820364,48.88441994,56.54293114,65.92659511,75.10016359,86.51935279,100,123.9399588,140.3656802,162.4713382,179.8189038,198.8230332,215.6853544,235.8855279,264.4420697,338.9720862,474.9195471,595.3960876
Gibraltar,GIB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02311777,16.38551365,20.68183033,20.82117567,21.1185024,22.37533592,22.72125151,23.04710303,23.81333634,24.82008688,26.38378312,26.84613948,26.96232216,31.25221542,36.41557623,46.39011041,63.82538891,72.51768575,84.63185726,86.13071292,100,108.9992906,121.5516066,126.8140089,130.1313336,133.9992076,141.5955579,156.2599121,167.2904312,183.0205959,190.798935,213.6686636,219.6633152,233.0463144,250.1804461
"Gambia, The",GMB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72580183,14.85905086,15.91701528,16.73551954,17.36768648,18.0560114,18.58175049,19.29618008,19.78197406,20.64066045,21.0982603,24.28957853,28.20114252,35.92575697,69.76426846,72.63423462,73.58080687,76.82927066,78.73144498,82.2848355,86.92926386,90.90377717,94.39917304,100,105.2117231,115.4386839,124.4667079,129.3479419,138.3399057,146.9892021,150.2064414,161.2948655,175.5163559,202.90025,219.8730967
Guinea-Bissau,GNB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50804052,10.92663344,18.02688981,26.870681,33.11797483,47.93165762,66.73702684,89.51984306,98.77649885,86.50619555,66.66831851,69.17640563,71.51068266,71.10284767,67.20584555,69.29891289,66.35829244,70.33333053,79.3097855,76.27602141,80.25382777,87.03762123,87.01392858,86.20271927,87.32124901,100,102.7177454,113.5321742,110.6580376,113.0372373,115.2227444,117.7030727,122.7501056,129.1022411,125.6195298
Equatorial Guinea,GNQ,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.60437569,45.15325219,38.18894982,37.16047732,46.27458484,49.82885892,50.2380517,43.6331678,29.85995915,41.55241018,60.89993675,53.60928412,52.76070797,53.09606659,62.08138837,88.51408391,100,103.0376539,123.4803645,97.75911939,122.1075279,142.9208861,149.8593836,148.2518814,146.3633857,116.8085926,109.4666795,123.4153432,135.1568744,130.8809302,117.5722429,138.6630934,169.3082038,156.3603247,160.2735281
Greece,GRC,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.85275348,38.15569471,43.80228442,50.1224059,55.7270375,61.18373785,66.19888121,70.58015087,74.30587165,76.9135915,78.15866911,80.8713119,83.25997259,86.22285224,88.7826455,90.46988678,93.51377869,96.66248468,100.589774,102.9721767,104.1881964,105.2057586,104.8537717,102.7983006,100.8210014,100.644813,100.1516925,100.3556149,100.1199795,100.3652892,100,101.3927564,107.9790518,114.3223482,117.9263714
Grenada,GRD,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.21946476,71.70294233,74.57936361,75.98400985,78.40847946,80.80240845,82.96232511,84.44295972,85.91047117,86.87394794,89.21294654,91.12582997,91.46495171,91.39445775,93.25081446,95.57251908,100,102.3194437,110.3491964,110.3382721,110.8676665,111.1165726,115.4791759,118.8547457,119.776123,123.0800181,126.3345556,128.2626402,127.360108,131.5980576,131.2032824,134.8642709,137.8564545,141.5570096,143.4701866
Greenland,GRL,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.88017058,76.26300933,77.44179001,78.2487462,78.61524324,80.23147224,81.01782186,81.42024035,82.21687775,83.08875183,84.84200194,87.72854475,90.45083489,96.35996809,95.84112355,92.74624395,94.82226024,94.77720512,92.86901378,98.01268988,100,102.8840457,106.4287424,107.5647336,108.6299187,117.4771527,121.6332388,125.6063881,127.9259868,128.8788602,129.986688,131.0244242,138.3703042,140.9491771,
Guatemala,GTM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.71552634,22.22747985,24.19714238,27.70678099,30.95464694,33.63773947,36.6314998,39.65628711,43.42460009,45.61387649,48.72935655,52.42907659,55.82080534,58.31668454,61.82959928,65.33437032,68.58889285,73.46923301,80.38084509,83.2746964,87.55299471,93.58946149,96.75068031,100,102.8603114,105.1557645,108.0025318,109.8903237,111.2877023,115.2559802,118.5665031,122.2782901,130.069925,138.5765656,143.646697
Guam,GUM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.60980435,77.77293528,79.16922447,83.1786772,86.8442623,89.46083418,92.88135593,95.85070478,96.07843137,96.6828322,100,100.8404931,102.9357798,105.5323021,107.1934605,108.264314,109.8583878,112.5376306,117.078963,120.884235,127.4907749,,
Guyana,GUY,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66415173,25.01145024,27.83793012,32.5567067,37.95213347,42.63987046,44.31586458,44.95545493,46.29067367,51.48009286,54.87059429,55.047262,56.48881304,59.15427537,63.16211822,67.982922,71.80852233,80.92289083,88.6548696,89.67716127,93.23936448,95.48579898,100,99.46331947,97.36921488,100.2944875,101.1953084,103.3295254,100.3458979,103.317329,76.14890181,93.2197321,104.4624503,89.74742042,91.89154506
High income,HIC,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.67524077,60.76416326,66.77940944,72.53110585,77.11602339,80.30834219,85.03342686,89.93155005,91.0286209,87.30038364,84.33724532,82.84107447,80.02290879,75.21536593,72.51450622,72.40567586,72.01843586,74.27794406,75.2297996,74.94737745,75.15023006,78.07950957,80.84728838,82.31262402,84.65874547,87.74334227,89.18081132,91.74973359,95.10735778,97.05222768,97.6717217,98.33942646,100,102.9086013,106.863713
Honduras,HND,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.63511602,32.37296559,33.56240463,37.22359792,45.16666729,55.87747662,66.04358883,76.85575517,84.77112549,91.19315477,100,108.0843494,113.6311733,120.1760343,127.9297726,137.2419907,144.582603,154.1619337,166.1719402,178.8902958,187.2552835,201.8746878,209.1013725,211.9744892,226.4933781,242.1956439,251.1037647,262.4356833,267.5458753,276.532048,285.9396193,299.1092207,326.9634529,346.7366423,364.4234868
Heavily indebted poor countries (HIPC),HPC,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08400011,0.167408374,1.163231582,18.22539034,38.59385877,47.66257835,49.49016024,52.90027355,57.22722194,59.23785361,61.81522427,64.42882487,66.90334568,69.78052082,72.30946099,74.5614448,77.45489392,80.77481965,85.24104504,87.78548916,88.59321499,90.07214144,91.34347014,92.01291627,92.12935357,92.24393684,92.25787773,93.39416171,95.28595157,97.18060012,97.96131001,100,108.0128067,120.6938673,127.3320609
Haiti,HTI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.725017905,6.561457838,7.933338333,9.388046217,14.71180931,17.06031095,18.76234823,21.1502307,24.14455719,25.84225819,28.69942994,32.50162509,35.8236064,42.2666688,50.42537205,55.50428214,63.00752626,65.59855724,73.91313446,82.48814254,88.58717018,92.41478317,99.999998,108.0771467,110.4753635,116.2266704,134.4779937,153.0088964,163.0091889,195.2856407,231.7751261,275.7202379,358.9913117,472.1165215,587.3942675
Hungary,HUN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.058821585,9.57991086,11.6404711,14.11738351,16.86901128,21.37856846,26.07446974,31.35753994,35.67268066,38.57053168,42.27195321,46.93353185,50.71002454,53.45385249,56.20285235,57.67688664,59.79495331,63.04770687,66.0739852,68.85812746,70.60107012,71.96187727,74.0323101,76.13098511,78.94031066,81.15944743,82.23282177,85.55280151,89.69816322,93.96145999,100,106.1669489,121.2240441,139.6626052,149.8826292
IBRD only,IBD,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.944916116,7.553779613,8.104363751,9.65655836,10.40750765,11.43598225,12.42822637,13.99062547,24.52153279,27.9940751,33.71815153,38.53840253,40.81064666,43.05010198,46.73119868,53.42861458,60.95533028,67.818034,80.12683848,86.75713599,100,107.465943,111.5000842,117.0371676,123.4077049,128.319631,131.4492494,137.0919426,142.3265565,144.6016302,144.0208357,152.6678081,167.2765716,169.836124,171.3504745
IDA only,IDX,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.90513065,36.24134756,37.59766386,38.40840743,39.38451393,40.53455437,41.5761776,42.67554679,43.69426107,44.69659361,46.1736714,47.99374245,49.18546803,50.74308482,53.50800803,55.05797392,57.01873242,63.64607448,87.66158647,93.76799002,98.65029033,103.4395247,99.62913853,101.1591066,100.6309991,100,102.2367868,106.3262547,107.7084815,109.6472389,109.4215817,116.5503072,127.1522768,,
India,IND,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.91103825,26.06172275,28.3981959,31.19876431,34.31241496,37.42204695,40.25677385,42.86391173,46.29738286,47.71796969,49.45727544,51.04763151,52.94440008,54.99218257,58.14071227,61.40932687,66.56828648,71.19106671,77.73635176,83.209275,91.96790896,99.99999886,107.9343862,114.6117514,118.4303363,121.1300602,125.0522212,130.0158664,135.0659951,138.3150307,144.974703,157.0872056,166.3508609,170.6625913,176.1268834
Not classified,INX,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
