term,subcategory,subcat_sim,category,category_display,pillar,is_seed
enforceable,Accountability & Integrity,0.40493133664131165,DIM8_9,G5,G,False
enforcement,Accountability & Integrity,0.5983787178993225,DIM8_9,G5,G,False
entitlement,Grievance Mechanisms,0.5491259694099426,ESS2,S1,S,False
entitlements,Labor Management & Employment,0.5312381386756897,ESS2,S1,S,False
environment,Habitats & Ecosystems,0.549997091293335,ESS6,E3,E,False
environment_management,Habitats & Ecosystems,0.5991896390914917,ESS6,E3,E,False
environment_protection,Habitats & Ecosystems,0.6429916024208069,ESS6,E3,E,False
environment_related,Habitats & Ecosystems,0.6710038185119629,ESS6,E3,E,False
environmental_action,Emissions & Hazardous Pollutants,0.5981044173240662,ESS3_P,E1,E,False
environmental_analysis,Emissions & Hazardous Pollutants,0.7467920184135437,ESS3_P,E1,E,False
environmental_aspects,Habitats & Ecosystems,0.7403388023376465,ESS6,E3,E,False
environmental_assessment,Habitats & Ecosystems,0.7061395049095154,ESS6,E3,E,False
environmental_assessment_report,Emissions & Hazardous Pollutants,0.6369102597236633,ESS3_P,E1,E,False
environmental_assessments,Habitats & Ecosystems,0.7050202488899231,ESS6,E3,E,False
environmental_concerns,Emissions & Hazardous Pollutants,0.6863466501235962,ESS3_P,E1,E,False
environmental_conditions,Habitats & Ecosystems,0.6347354650497437,ESS6,E3,E,False
environmental_costs,Cost Analysis & Valuation,0.7158089280128479,DIM2_3,G2,G,False
environmental_guidelines,Habitats & Ecosystems,0.5780351758003235,ESS6,E3,E,False
environmental_health,Emissions & Hazardous Pollutants,0.6777546405792236,ESS3_P,E1,E,False
environmental_impact,Emissions & Hazardous Pollutants,0.7041294574737549,ESS3_P,E1,E,False
environmental_impact_assessment,Emissions & Hazardous Pollutants,0.6284348368644714,ESS3_P,E1,E,False
environmental_impact_assessments,Emissions & Hazardous Pollutants,0.5898391008377075,ESS3_P,E1,E,False
environmental_impact_mitigation,Emissions & Hazardous Pollutants,0.6757217645645142,ESS3_P,E1,E,False
environmental_impacts,Emissions & Hazardous Pollutants,0.7104932069778442,ESS3_P,E1,E,False
environmental_issues,Emissions & Hazardous Pollutants,0.7070420384407043,ESS3_P,E1,E,False
environmental_management,Habitats & Ecosystems,0.7159320116043091,ESS6,E3,E,False
environmental_management_system,Habitats & Ecosystems,0.6049492359161377,ESS6,E3,E,False
environmental_mitigation,Emissions & Hazardous Pollutants,0.7576829791069031,ESS3_P,E1,E,False
environmental_mitigation_measures,Emissions & Hazardous Pollutants,0.6792821288108826,ESS3_P,E1,E,False
environmental_monitoring,Habitats & Ecosystems,0.6873796582221985,ESS6,E3,E,False
environmental_policy,Emissions & Hazardous Pollutants,0.6851809024810791,ESS3_P,E1,E,False
environmental_problems,Habitats & Ecosystems,0.678909420967102,ESS6,E3,E,False
environmental_protection,Emissions & Hazardous Pollutants,0.6983218789100647,ESS3_P,E1,E,False
environmental_protection_measures,Emissions & Hazardous Pollutants,0.6135626435279846,ESS3_P,E1,E,False
environmental_safeguard,Habitats & Ecosystems,0.6445841193199158,ESS6,E3,E,False
environmental_safeguards,Emissions & Hazardous Pollutants,0.668146014213562,ESS3_P,E1,E,False
environmental_screening,Emissions & Hazardous Pollutants,0.607828676700592,ESS3_P,E1,E,False
environmental_specialist,Habitats & Ecosystems,0.6625073552131653,ESS6,E3,E,False
environmental_supervision,Habitats & Ecosystems,0.5408686399459839,ESS6,E3,E,False
environmental_training,Habitats & Ecosystems,0.5839731097221375,ESS6,E3,E,False
environmental_unit,Habitats & Ecosystems,0.5562590956687927,ESS6,E3,E,False
environmentally_friendly,Emissions & Hazardous Pollutants,0.644659698009491,ESS3_P,E1,E,False
environments,Habitats & Ecosystems,0.4700640141963959,ESS6,E3,E,False
epidemic,Disease & Health Risks,0.5215892791748047,ESS4,S2,S,False
equipment_procurement,Procurement Systems & Processes,0.7862681746482849,DIM6,G3,G,False
equity_ratio,Economic Efficiency & Benefits,0.4033622145652771,DIM2_3,G2,G,False
estate,Land Acquisition & Property Rights,0.4622866213321686,ESS5,S3,S,False
estates,Land Acquisition & Property Rights,0.4998984932899475,ESS5,S3,S,False
ethics,Workplace Health & Safety,0.5695242285728455,ESS2,S1,S,False
ethnic,Indigenous Peoples,0.5896973609924316,ESS7,S4,S,False
ethnic_minorities,Indigenous Peoples,0.6332709789276123,ESS7,S4,S,False
ethnic_minority,Indigenous Peoples,0.6005886197090149,ESS7,S4,S,False
evaporation,Water Resources & Conservation,0.5203298330307007,ESS3_R,E2,E,False
ex_post_economic_analysis,Economic Efficiency & Benefits,0.554747998714447,DIM2_3,G2,G,False
ex_post_economic_evaluation,Economic Efficiency & Benefits,0.5940682888031006,DIM2_3,G2,G,False
excavations,Cultural Heritage,0.4925299286842346,ESS8,S5,S,False
expansion_plan,Strategic Plan,0.5756577253341675,DIM1,G1,G,False
expenditure_category,Fiscal Management & Sustainability,0.7180687785148621,DIM2_3,G2,G,False
expenditure_program,Fiscal Management & Sustainability,0.7121425867080688,DIM2_3,G2,G,False
expenditures,Fiscal Management & Sustainability,0.7742542028427124,DIM2_3,G2,G,False
expense,Fiscal Management & Sustainability,0.7111862301826477,DIM2_3,G2,G,False
expenses,Fiscal Management & Sustainability,0.7075399160385132,DIM2_3,G2,G,False
exploitation,Workplace Health & Safety,0.5809065103530884,ESS2,S1,S,False
extensive_damage,Accidents & Hazards,0.5564461946487427,ESS4,S2,S,False
external_auditor,Operations & Performance,0.4848270118236542,DIM7,G4,G,False
external_auditors,Transparency & Disclosure,0.4877171516418457,DIM8_9,G5,G,False
external_monitoring,Operations & Performance,0.46682047843933105,DIM7,G4,G,False
externalities,Economic Efficiency & Benefits,0.4763906002044678,DIM2_3,G2,G,False
extra_budgetary,Fiscal Management & Sustainability,0.6806691884994507,DIM2_3,G2,G,False
fairness,Accountability & Integrity,0.44372016191482544,DIM8_9,G5,G,False
farmland,Land Acquisition & Property Rights,0.5743123292922974,ESS5,S3,S,False
farmlands,Land Acquisition & Property Rights,0.6058444976806641,ESS5,S3,S,False
fatalities,Accidents & Hazards,0.5283869504928589,ESS4,S2,S,False
fauna,Species & Wildlife,0.6032695174217224,ESS6,E3,E,False
feasibility_stage,Cost Analysis & Valuation,0.40884312987327576,DIM2_3,G2,G,False
feasibility_studies,Cost Analysis & Valuation,0.45901089906692505,DIM2_3,G2,G,False
feasibility_study,Cost Analysis & Valuation,0.4637656509876251,DIM2_3,G2,G,False
feasibility_study_report,Cost Analysis & Valuation,0.45708730816841125,DIM2_3,G2,G,False
fecal,Waste Management & Disposal,0.4049467444419861,ESS3_P,E1,E,False
fee,Bidding & Contract Management,0.4498383700847626,DIM6,G3,G,False
fertilizer,Emissions & Hazardous Pollutants,0.4631856083869934,ESS3_P,E1,E,False
fertilizers,Pest & Vector Management,0.4344204366207123,ESS3_P,E1,E,False
filtration,Water Resources & Conservation,0.4895228147506714,ESS3_R,E2,E,False
final_consumption_expenditure,Fiscal Management & Sustainability,0.6204357743263245,DIM2_3,G2,G,False
final_cost,Cost Analysis & Valuation,0.5500834584236145,DIM2_3,G2,G,False
finance_department,Fiscal Management & Sustainability,0.5915035009384155,DIM2_3,G2,G,False
finances,Fiscal Management & Sustainability,0.6996671557426453,DIM2_3,G2,G,False
financial_accountability,Fiscal Management & Sustainability,0.6428914666175842,DIM2_3,G2,G,False
financial_accounting,Fiscal Management & Sustainability,0.6689595580101013,DIM2_3,G2,G,False
financial_analysis,Fiscal Management & Sustainability,0.5726513266563416,DIM2_3,G2,G,False
financial_analyzes,Fiscal Management & Sustainability,0.5521663427352905,DIM2_3,G2,G,False
financial_audit,Operations & Performance,0.6054787635803223,DIM7,G4,G,False
financial_autonomy,Fiscal Management & Sustainability,0.6714209914207458,DIM2_3,G2,G,False
financial_capacity,Fiscal Management & Sustainability,0.6298721432685852,DIM2_3,G2,G,False
financial_cost,Cost Analysis & Valuation,0.6883600950241089,DIM2_3,G2,G,False
financial_costs,Fiscal Management & Sustainability,0.710213840007782,DIM2_3,G2,G,False
financial_covenants,Fiscal Management & Sustainability,0.5210692286491394,DIM2_3,G2,G,False
financial_crisis,Fiscal Management & Sustainability,0.530881941318512,DIM2_3,G2,G,False
financial_criteria,Fiscal Management & Sustainability,0.5576286911964417,DIM2_3,G2,G,False
financial_equilibrium,Fiscal Management & Sustainability,0.5298055410385132,DIM2_3,G2,G,False
financial_evaluation,Fiscal Management & Sustainability,0.6218634843826294,DIM2_3,G2,G,False
financial_indicators,Operations & Performance,0.47112154960632324,DIM7,G4,G,False
financial_information,Transparency & Disclosure,0.5303966999053955,DIM8_9,G5,G,False
financial_institutions,Fiscal Management & Sustainability,0.5238681435585022,DIM2_3,G2,G,False
financial_management,Fiscal Management & Sustainability,0.6530250310897827,DIM2_3,G2,G,False
financial_management_arrangements,Fiscal Management & Sustainability,0.5973572134971619,DIM2_3,G2,G,False
financial_management_assessment,Fiscal Management & Sustainability,0.5989473462104797,DIM2_3,G2,G,False
financial_management_capacity,Fiscal Management & Sustainability,0.6237812638282776,DIM2_3,G2,G,False
financial_management_information,Transparency & Disclosure,0.5421251058578491,DIM8_9,G5,G,False
financial_management_manual,Fiscal Management & Sustainability,0.4645631015300751,DIM2_3,G2,G,False
financial_management_procedures,Fiscal Management & Sustainability,0.5920825004577637,DIM2_3,G2,G,False
financial_management_reports,Operations & Performance,0.5602708458900452,DIM7,G4,G,False
financial_management_requirements,Fiscal Management & Sustainability,0.5457282662391663,DIM2_3,G2,G,False
financial_management_risk,Cost Analysis & Valuation,0.5357252359390259,DIM2_3,G2,G,False
financial_management_specialist,Operations & Performance,0.4794866442680359,DIM7,G4,G,False
financial_management_system,Fiscal Management & Sustainability,0.5532047748565674,DIM2_3,G2,G,False
financial_management_systems,Fiscal Management & Sustainability,0.5377499461174011,DIM2_3,G2,G,False
financial_model,Fiscal Management & Sustainability,0.46862009167671204,DIM2_3,G2,G,False
financial_monitoring,Operations & Performance,0.6357786655426025,DIM7,G4,G,False
financial_monitoring_reports,Operations & Performance,0.5562726259231567,DIM7,G4,G,False
financial_performance,Fiscal Management & Sustainability,0.6218826174736023,DIM2_3,G2,G,False
financial_performance_indicators,Operations & Performance,0.5677859783172607,DIM7,G4,G,False
financial_performance_targets,Fiscal Management & Sustainability,0.5690209865570068,DIM2_3,G2,G,False
financial_plan,Fiscal Management & Sustainability,0.631669282913208,DIM2_3,G2,G,False
financial_planning,Fiscal Management & Sustainability,0.7106296420097351,DIM2_3,G2,G,False
financial_position,Fiscal Management & Sustainability,0.5439867377281189,DIM2_3,G2,G,False
financial_projections,Fiscal Management & Sustainability,0.6281510591506958,DIM2_3,G2,G,False
financial_rate,Fiscal Management & Sustainability,0.43419089913368225,DIM2_3,G2,G,False
financial_ratios,Fiscal Management & Sustainability,0.4218911826610565,DIM2_3,G2,G,False
financial_recovery,Fiscal Management & Sustainability,0.604514479637146,DIM2_3,G2,G,False
financial_reporting,Fiscal Management & Sustainability,0.5737332105636597,DIM2_3,G2,G,False
financial_reporting_package,Transparency & Disclosure,0.5037524104118347,DIM8_9,G5,G,False
financial_reports,Fiscal Management & Sustainability,0.5333057045936584,DIM2_3,G2,G,False
financial_resources,Fiscal Management & Sustainability,0.6467880010604858,DIM2_3,G2,G,False
financial_restructuring,Fiscal Management & Sustainability,0.5794888138771057,DIM2_3,G2,G,False
financial_results,Fiscal Management & Sustainability,0.5402055382728577,DIM2_3,G2,G,False
financial_returns,Fiscal Management & Sustainability,0.4944876432418823,DIM2_3,G2,G,False
financial_statements,Fiscal Management & Sustainability,0.6104795336723328,DIM2_3,G2,G,False
financial_targets,Fiscal Management & Sustainability,0.5231408476829529,DIM2_3,G2,G,False
financial_viability,Fiscal Management & Sustainability,0.6805020570755005,DIM2_3,G2,G,False
financial_year,Fiscal Management & Sustainability,0.5728891491889954,DIM2_3,G2,G,False
financing_agreement,Bidding & Contract Management,0.5886827111244202,DIM6,G3,G,False
financing_arrangements,Bidding & Contract Management,0.6012414693832397,DIM6,G3,G,False
financing_gap,Fiscal Management & Sustainability,0.5841225981712341,DIM2_3,G2,G,False
financing_mechanism,Fiscal Management & Sustainability,0.5419918894767761,DIM2_3,G2,G,False
financing_plan,Fiscal Management & Sustainability,0.58149653673172,DIM2_3,G2,G,False
fines,Accountability & Integrity,0.5326349139213562,DIM8_9,G5,G,False
firewood,Forestry & Forest Management,0.5405309200286865,ESS6,E3,E,False
firms,Bidding & Contract Management,0.4113719165325165,DIM6,G3,G,False
fiscal,Fiscal Management & Sustainability,0.6857130527496338,DIM2_3,G2,G,False
fiscal_framework,Fiscal Management & Sustainability,0.7157005667686462,DIM2_3,G2,G,False
fiscal_impact,Fiscal Management & Sustainability,0.7013610005378723,DIM2_3,G2,G,False
fiscal_space,Fiscal Management & Sustainability,0.6443871855735779,DIM2_3,G2,G,False
fiscal_year,Fiscal Management & Sustainability,0.5924725532531738,DIM2_3,G2,G,False
fisheries,Habitats & Ecosystems,0.5659091472625732,ESS6,E3,E,False
fishery,Habitats & Ecosystems,0.5325857400894165,ESS6,E3,E,False
fixed_price,Bidding & Contract Management,0.4788108468055725,DIM6,G3,G,False
flood_protection,Accidents & Hazards,0.6915441751480103,ESS4,S2,S,False
floods,Accidents & Hazards,0.6566907167434692,ESS4,S2,S,False
flora,Species & Wildlife,0.48580077290534973,ESS6,E3,E,False
food,Workplace Health & Safety,0.5055728554725647,ESS2,S1,S,False
foreign_consultants,Bidding & Contract Management,0.556067168712616,DIM6,G3,G,False
foreign_direct_investment,Fiscal Management & Sustainability,0.41924038529396057,DIM2_3,G2,G,False
foreign_exchange_cost,Cost Analysis & Valuation,0.5259485840797424,DIM2_3,G2,G,False
foreign_exchange_losses,Cost Analysis & Valuation,0.4521092474460602,DIM2_3,G2,G,False
foreign_expenditures,Fiscal Management & Sustainability,0.6532849073410034,DIM2_3,G2,G,False
formalization,Institutional Capacity,0.48045921325683594,DIM1,G1,G,False
fossil_fuel,Emissions & Hazardous Pollutants,0.6676636338233948,ESS3_P,E1,E,False
fraud,Accountability & Integrity,0.525454580783844,DIM8_9,G5,G,False
fraudulent,Accountability & Integrity,0.5242433547973633,DIM8_9,G5,G,False
freedom,Workplace Health & Safety,0.5079659223556519,ESS2,S1,S,False
freshwater,Water Resources & Conservation,0.5650380253791809,ESS3_R,E2,E,False
fuel,Energy Efficiency,0.532978892326355,ESS3_R,E2,E,False
fuel_based,Energy Efficiency,0.6104204058647156,ESS3_R,E2,E,False
fuel_consumption,Energy Efficiency,0.7046934962272644,ESS3_R,E2,E,False
fuel_costs,Energy Efficiency,0.5907928347587585,ESS3_R,E2,E,False
fuel_oil,Energy Efficiency,0.5705325603485107,ESS3_R,E2,E,False
fuel_prices,Energy Efficiency,0.48457610607147217,ESS3_R,E2,E,False
fuel_tax,Energy Efficiency,0.5550830960273743,ESS3_R,E2,E,False
fuels,Emissions & Hazardous Pollutants,0.5656224489212036,ESS3_P,E1,E,False
funds_flow,Fiscal Management & Sustainability,0.452336847782135,DIM2_3,G2,G,False
fur,Species & Wildlife,0.405000776052475,ESS6,E3,E,False
future_financial_performance,Fiscal Management & Sustainability,0.6152883768081665,DIM2_3,G2,G,False
garbage,Waste Management & Disposal,0.5233266949653625,ESS3_P,E1,E,False
gardens,Forestry & Forest Management,0.5114485621452332,ESS6,E3,E,False
gas,Emissions & Hazardous Pollutants,0.5381969809532166,ESS3_P,E1,E,False
gas_based,Energy Efficiency,0.4618443548679352,ESS3_R,E2,E,False
gas_emissions,Emissions & Hazardous Pollutants,0.7723469734191895,ESS3_P,E1,E,False
gas_fired,Energy Efficiency,0.5203568339347839,ESS3_R,E2,E,False
gas_turbine,Energy Efficiency,0.6272485852241516,ESS3_R,E2,E,False
gas_turbines,Energy Efficiency,0.6311929821968079,ESS3_R,E2,E,False
gaseous,Emissions & Hazardous Pollutants,0.4130270183086395,ESS3_P,E1,E,False
gasoline,Emissions & Hazardous Pollutants,0.5434200763702393,ESS3_P,E1,E,False
gasses,Emissions & Hazardous Pollutants,0.5633333325386047,ESS3_P,E1,E,False
general_procurement,Procurement Systems & Processes,0.8146353960037231,DIM6,G3,G,False
generating_capacity,Energy Efficiency,0.47857388854026794,ESS3_R,E2,E,False
generation_capacity,Energy Efficiency,0.6311406493186951,ESS3_R,E2,E,False
generation_facilities,Energy Efficiency,0.5609776377677917,ESS3_R,E2,E,False
generator,Energy Efficiency,0.47563064098358154,ESS3_R,E2,E,False
generators,Energy Efficiency,0.46210846304893494,ESS3_R,E2,E,False
geologic,Habitats & Ecosystems,0.4748442471027374,ESS6,E3,E,False
geological,Habitats & Ecosystems,0.4526694715023041,ESS6,E3,E,False
global_financial_crisis,Fiscal Management & Sustainability,0.4255383312702179,DIM2_3,G2,G,False
good_governance,Anti-Corruption,0.5662584900856018,DIM8_9,G5,G,False
goods_contracts,Bidding & Contract Management,0.6806975603103638,DIM6,G3,G,False
governance,Institutional Capacity,0.49160057306289673,DIM1,G1,G,False
governance_system,Institutional Capacity,0.5693444609642029,DIM1,G1,G,False
government_budget,Fiscal Management & Sustainability,0.7222314476966858,DIM2_3,G2,G,False
government_financed,Fiscal Management & Sustainability,0.5624544024467468,DIM2_3,G2,G,False
government_funded,Fiscal Management & Sustainability,0.5223879218101501,DIM2_3,G2,G,False
government_owned,Land Acquisition & Property Rights,0.5191712379455566,ESS5,S3,S,False
government_strategy,Strategic Plan,0.6601768732070923,DIM1,G1,G,False
grant_financed,Fiscal Management & Sustainability,0.5756658911705017,DIM2_3,G2,G,False
grants,Fiscal Management & Sustainability,0.5131080746650696,DIM2_3,G2,G,False
grasses,Forestry & Forest Management,0.4656412899494171,ESS6,E3,E,False
grassland,Forestry & Forest Management,0.5498976111412048,ESS6,E3,E,False
greenhouse_gas,Emissions & Hazardous Pollutants,0.8280772566795349,ESS3_P,E1,E,False
greenhouse_gas_emissions,Emissions & Hazardous Pollutants,0.8216586112976074,ESS3_P,E1,E,False
grievance,Grievance Mechanisms,0.8724778294563293,ESS2,S1,S,False
grievance_redress,Grievance Mechanisms,0.8592677712440491,ESS2,S1,S,False
gross_domestic_product,Economic Efficiency & Benefits,0.43167388439178467,DIM2_3,G2,G,False
ground_water,Water Resources & Conservation,0.7295129895210266,ESS3_R,E2,E,False
groundwater,Water Resources & Conservation,0.5886642932891846,ESS3_R,E2,E,False
group_financed,Fiscal Management & Sustainability,0.4844801127910614,DIM2_3,G2,G,False
habitation,Habitats & Ecosystems,0.5782493948936462,ESS6,E3,E,False
habitats,Habitats & Ecosystems,0.7008758783340454,ESS6,E3,E,False
hand_over,Bidding & Contract Management,0.45172932744026184,DIM6,G3,G,False
harmful,Workplace Health & Safety,0.5138692855834961,ESS2,S1,S,False
hazardous,Accidents & Hazards,0.5984460711479187,ESS4,S2,S,False
hazardous_waste,Waste Management & Disposal,0.690123975276947,ESS3_P,E1,E,False
hazards,Accidents & Hazards,0.7139268517494202,ESS4,S2,S,False
health,Workplace Health & Safety,0.5745216608047485,ESS2,S1,S,False
health_education,Workplace Health & Safety,0.552329421043396,ESS2,S1,S,False
hearings,Anti-Corruption,0.45219677686691284,DIM8_9,G5,G,False
herbicides,Pest & Vector Management,0.6396088004112244,ESS3_P,E1,E,False
heritage,Cultural Heritage,0.7255557179450989,ESS8,S5,S,False
hierarchy,Institutional Capacity,0.47106942534446716,DIM1,G1,G,False
high_cost,Cost Analysis & Valuation,0.5542249083518982,DIM2_3,G2,G,False
high_performance,Operations & Performance,0.5192047357559204,DIM7,G4,G,False
high_risk,Safety Assessment & Standards,0.5974658727645874,ESS4,S2,S,False
high_traffic,Accidents & Hazards,0.5292832255363464,ESS4,S2,S,False
high_voltage,Energy Efficiency,0.5178548693656921,ESS3_R,E2,E,False
higher_cost,Cost Analysis & Valuation,0.5545346736907959,DIM2_3,G2,G,False
higher_level_objectives,Strategic Plan,0.4443865716457367,DIM1,G1,G,False
highlands,Indigenous Peoples,0.4947149455547333,ESS7,S4,S,False
highway_safety,Accidents & Hazards,0.7296426296234131,ESS4,S2,S,False
highway_traffic,Accidents & Hazards,0.6343576312065125,ESS4,S2,S,False
historical,Cultural Heritage,0.4108932316303253,ESS8,S5,S,False
homes,Land Acquisition & Property Rights,0.40325361490249634,ESS5,S3,S,False
honorable,Accountability & Integrity,0.43556246161460876,DIM8_9,G5,G,False
house_demolition,Displacement & Resettlement,0.576160192489624,ESS5,S3,S,False
household_water,Water Resources & Conservation,0.788508415222168,ESS3_R,E2,E,False
houses,Land Acquisition & Property Rights,0.47217631340026855,ESS5,S3,S,False
human_health,Workplace Health & Safety,0.5854179859161377,ESS2,S1,S,False
human_resource,Labor Management & Employment,0.5984320640563965,ESS2,S1,S,False
human_resource_development,Labor Management & Employment,0.46035483479499817,ESS2,S1,S,False
human_resources,Labor Management & Employment,0.6118910908699036,ESS2,S1,S,False
human_resources_development,Labor Management & Employment,0.4721643030643463,ESS2,S1,S,False
hydraulic,Water Resources & Conservation,0.45184561610221863,ESS3_R,E2,E,False
hydro_based,Water Resources & Conservation,0.6711648106575012,ESS3_R,E2,E,False
hydro_electric,Water Resources & Conservation,0.6012972593307495,ESS3_R,E2,E,False
hydro_geological,Water Resources & Conservation,0.6455001831054688,ESS3_R,E2,E,False
hydro_power,Water Resources & Conservation,0.6617838740348816,ESS3_R,E2,E,False
hydro_projects,Water Resources & Conservation,0.6850594878196716,ESS3_R,E2,E,False
hydrocarbon,Emissions & Hazardous Pollutants,0.557134747505188,ESS3_P,E1,E,False
hydrocarbons,Emissions & Hazardous Pollutants,0.5865621566772461,ESS3_P,E1,E,False
hydroelectric,Water Resources & Conservation,0.5271770358085632,ESS3_R,E2,E,False
hydroelectric_power,Energy Efficiency,0.6778857707977295,ESS3_R,E2,E,False
hydrogen,Emissions & Hazardous Pollutants,0.4214653968811035,ESS3_P,E1,E,False
hydrogeological,Water Resources & Conservation,0.559004008769989,ESS3_R,E2,E,False
hydrologic,Water Resources & Conservation,0.5821794867515564,ESS3_R,E2,E,False
hydrological,Water Resources & Conservation,0.6556357741355896,ESS3_R,E2,E,False
hydrology,Water Resources & Conservation,0.6043174862861633,ESS3_R,E2,E,False
hydropower_development,Water Resources & Conservation,0.5498815178871155,ESS3_R,E2,E,False
hydropower_plant,Water Resources & Conservation,0.6395270824432373,ESS3_R,E2,E,False
hydropower_plants,Water Resources & Conservation,0.6259774565696716,ESS3_R,E2,E,False
hydropower_project,Water Resources & Conservation,0.607009768486023,ESS3_R,E2,E,False
hydropower_projects,Water Resources & Conservation,0.5788758993148804,ESS3_R,E2,E,False
hydropower_station,Water Resources & Conservation,0.6039212346076965,ESS3_R,E2,E,False
hydropower_stations,Water Resources & Conservation,0.562641441822052,ESS3_R,E2,E,False
illegal,Accountability & Integrity,0.4498535096645355,DIM8_9,G5,G,False
illnesses,Disease & Health Risks,0.6701053380966187,ESS4,S2,S,False
ills,Disease & Health Risks,0.46143776178359985,ESS4,S2,S,False
immunization,Disease & Health Risks,0.5520011186599731,ESS4,S2,S,False
implementation_agencies,Procurement Systems & Processes,0.5579066872596741,DIM6,G3,G,False
implementation_arrangements,Institutional Capacity,0.48508018255233765,DIM1,G1,G,False
implementation_capacity,Institutional Capacity,0.4998667538166046,DIM1,G1,G,False
implementation_plan,Strategic Plan,0.5559643507003784,DIM1,G1,G,False
implementation_plans,Strategic Plan,0.5583446621894836,DIM1,G1,G,False
improper,Accountability & Integrity,0.41548123955726624,DIM8_9,G5,G,False
improved_efficiency,Economic Efficiency & Benefits,0.7334833741188049,DIM2_3,G2,G,False
improved_road_safety,Safety Assessment & Standards,0.620820939540863,ESS4,S2,S,False
improved_water,Water Resources & Conservation,0.7576559782028198,ESS3_R,E2,E,False
improved_water_supply,Water Resources & Conservation,0.753889799118042,ESS3_R,E2,E,False
incident,Accountability & Integrity,0.5160558223724365,DIM8_9,G5,G,False
incidents,Accountability & Integrity,0.560615599155426,DIM8_9,G5,G,False
incineration,Waste Management & Disposal,0.5025317072868347,ESS3_P,E1,E,False
income_earning,Labor Management & Employment,0.6031495928764343,ESS2,S1,S,False
incremental_cost,Cost Analysis & Valuation,0.5485323667526245,DIM2_3,G2,G,False
incremental_costs,Cost Analysis & Valuation,0.6019168496131897,DIM2_3,G2,G,False
incremental_operating_costs,Cost Analysis & Valuation,0.6344526410102844,DIM2_3,G2,G,False
indebtedness,Fiscal Management & Sustainability,0.5452318787574768,DIM2_3,G2,G,False
independent_auditors,Operations & Performance,0.5114104151725769,DIM7,G4,G,False
independent_monitoring,Operations & Performance,0.5851432085037231,DIM7,G4,G,False
independent_power_producers,Energy Efficiency,0.5774592161178589,ESS3_R,E2,E,False
indigenous,Indigenous Peoples,0.7546605467796326,ESS7,S4,S,False
indigenous_people,Indigenous Peoples,0.8017218112945557,ESS7,S4,S,False
individual_consultants,Bidding & Contract Management,0.5602886080741882,DIM6,G3,G,False
industrial_pollution,Emissions & Hazardous Pollutants,0.7397990822792053,ESS3_P,E1,E,False
industrial_wastepaper,Waste Management & Disposal,0.6056259274482727,ESS3_P,E1,E,False
industrialization,Economic Efficiency & Benefits,0.4284697473049164,DIM2_3,G2,G,False
inefficiencies,Economic Efficiency & Benefits,0.5347534418106079,DIM2_3,G2,G,False
inefficiency,Economic Efficiency & Benefits,0.5653803944587708,DIM2_3,G2,G,False
inefficient,Economic Efficiency & Benefits,0.4704054892063141,DIM2_3,G2,G,False
infection,Disease & Health Risks,0.6703394651412964,ESS4,S2,S,False
infections,Disease & Health Risks,0.6499909162521362,ESS4,S2,S,False
infectious,Disease & Health Risks,0.6137492656707764,ESS4,S2,S,False
inflation,Fiscal Management & Sustainability,0.49991631507873535,DIM2_3,G2,G,False
inflation_rate,Economic Efficiency & Benefits,0.42681580781936646,DIM2_3,G2,G,False
inflation_rates,Fiscal Management & Sustainability,0.43698883056640625,DIM2_3,G2,G,False
inflationary,Fiscal Management & Sustainability,0.45596736669540405,DIM2_3,G2,G,False
informant,Accountability & Integrity,0.4559846520423889,DIM8_9,G5,G,False
information,Transparency & Disclosure,0.4933544099330902,DIM8_9,G5,G,False
information_disclosure,Transparency & Disclosure,0.85667484998703,DIM8_9,G5,G,False
information_system,Operations & Performance,0.5948973894119263,DIM7,G4,G,False
information_systems,Operations & Performance,0.5861459970474243,DIM7,G4,G,False
inhabitants,Indigenous Peoples,0.5718007683753967,ESS7,S4,S,False
injuries,Workplace Health & Safety,0.5013133883476257,ESS2,S1,S,False
inland_waterway,Habitats & Ecosystems,0.5592134594917297,ESS6,E3,E,False
inland_waterways,Habitats & Ecosystems,0.5749788284301758,ESS6,E3,E,False
inspection,Safety Assessment & Standards,0.5697211027145386,ESS4,S2,S,False
inspections,Safety Assessment & Standards,0.5701475143432617,ESS4,S2,S,False
inspector,Operations & Performance,0.46736592054367065,DIM7,G4,G,False
inspectorate,Accountability & Integrity,0.5170276165008545,DIM8_9,G5,G,False
inspectors,Operations & Performance,0.49834808707237244,DIM7,G4,G,False
installment,Fiscal Management & Sustainability,0.4585861265659332,DIM2_3,G2,G,False
installments,Fiscal Management & Sustainability,0.4918666183948517,DIM2_3,G2,G,False
institutes,Institutional Capacity,0.4044162631034851,DIM1,G1,G,False
institution,Institutional Capacity,0.5299539566040039,DIM1,G1,G,False
institution_building,Institutional Capacity,0.6485850811004639,DIM1,G1,G,False
institutional,Institutional Capacity,0.5824499130249023,DIM1,G1,G,False
institutional_arrangements,Institutional Capacity,0.6947207450866699,DIM1,G1,G,False
institutional_capabilities,Institutional Capacity,0.7089207768440247,DIM1,G1,G,False
institutional_capacity_building,Institutional Capacity,0.7151293754577637,DIM1,G1,G,False
institutional_changes,Institutional Capacity,0.6731180548667908,DIM1,G1,G,False
institutional_component,Institutional Capacity,0.5929127931594849,DIM1,G1,G,False
