term,subcategory,subcat_sim,category,category_display,pillar,is_seed,x,y
economic_return,Economic Efficiency & Benefits,0.6701472997665405,DIM2_3,G2,G,False,-32.92505,-14.085001
economic_returns,Economic Efficiency & Benefits,0.653268575668335,DIM2_3,G2,G,False,-32.87945,-14.051682
economic_value,Economic Efficiency & Benefits,0.6967308521270752,DIM2_3,G2,G,False,-32.940735,-17.626068
economic_viability,Economic Efficiency & Benefits,0.5962400436401367,DIM2_3,G2,G,False,-29.142525,-17.470816
economical,Economic Efficiency & Benefits,0.5571227669715881,DIM2_3,G2,G,False,15.263702,-11.792112
economist,Economic Efficiency & Benefits,0.4799007177352905,DIM2_3,G2,G,False,-28.508596,-12.060398
ecosystem,Habitats & Ecosystems,0.7253172397613525,ESS6,E3,E,False,40.863747,21.301878
education,Workplace Health & Safety,0.525505781173706,ESS2,S1,S,False,9.97158,2.404849
educational,Workplace Health & Safety,0.5028053522109985,ESS2,S1,S,False,10.0013275,2.403128
effectiveness,Economic Efficiency & Benefits,0.45773929357528687,DIM2_3,G2,G,False,15.987341,-13.787852
efficiencies,Economic Efficiency & Benefits,0.5499915480613708,DIM2_3,G2,G,False,17.513693,-12.358004
efficiency,Economic Efficiency & Benefits,0.644290030002594,DIM2_3,G2,G,False,16.634476,-13.358295
efficiency_improvement,Economic Efficiency & Benefits,0.7815558314323425,DIM2_3,G2,G,False,18.20699,-15.983173
efficiency_improvements,Economic Efficiency & Benefits,0.7951615452766418,DIM2_3,G2,G,False,18.272049,-16.008978
efficient,Economic Efficiency & Benefits,0.5865606069564819,DIM2_3,G2,G,False,16.131794,-12.351229
efficient_procurement,Procurement Systems & Processes,0.8334731459617615,DIM6,G3,G,False,2.1147192,-54.328007
efficient_use,Economic Efficiency & Benefits,0.6873789429664612,DIM2_3,G2,G,False,20.870821,-16.158243
effluent,Waste Management & Disposal,0.43344053626060486,ESS3_P,E1,E,False,15.500155,40.01929
effluents,Emissions & Hazardous Pollutants,0.5295758247375488,ESS3_P,E1,E,False,15.48367,39.99273
electric_power,Energy Efficiency,0.7359018325805664,ESS3_R,E2,E,False,-16.00313,54.033997
electrical,Energy Efficiency,0.4639838635921478,ESS3_R,E2,E,False,-12.7386875,56.40804
electrical_equipment,Energy Efficiency,0.659301221370697,ESS3_R,E2,E,False,-14.774385,54.223293
electricity,Energy Efficiency,0.5283263921737671,ESS3_R,E2,E,False,-12.662002,56.614887
electricity_access,Energy Efficiency,0.7235725522041321,ESS3_R,E2,E,False,-15.095976,52.52249
electricity_consumption,Energy Efficiency,0.8212156295776367,ESS3_R,E2,E,False,-11.759963,47.150894
electricity_demand,Energy Efficiency,0.7014757990837097,ESS3_R,E2,E,False,-13.431086,47.640232
electricity_distribution,Energy Efficiency,0.6748292446136475,ESS3_R,E2,E,False,-15.193086,52.921528
electricity_generation,Energy Efficiency,0.7752581834793091,ESS3_R,E2,E,False,-12.798396,53.366077
electricity_grid,Energy Efficiency,0.7045600414276123,ESS3_R,E2,E,False,-16.947308,53.75859
electricity_law,Energy Efficiency,0.5452979207038879,ESS3_R,E2,E,False,-13.351883,54.90258
electricity_market,Energy Efficiency,0.656729519367218,ESS3_R,E2,E,False,-13.522216,51.22632
electricity_prices,Energy Efficiency,0.5749154090881348,ESS3_R,E2,E,False,-14.86171,49.58825
electricity_pricing,Energy Efficiency,0.635189414024353,ESS3_R,E2,E,False,-14.846814,50.053352
electricity_production,Energy Efficiency,0.7380192875862122,ESS3_R,E2,E,False,-12.609886,53.244873
electricity_sales,Energy Efficiency,0.6664581298828125,ESS3_R,E2,E,False,-13.50901,50.38572
electricity_sector,Energy Efficiency,0.6644124984741211,ESS3_R,E2,E,False,-17.573425,48.622955
electricity_services,Energy Efficiency,0.6547162532806396,ESS3_R,E2,E,False,-15.777831,51.7266
electricity_supply,Energy Efficiency,0.7051085829734802,ESS3_R,E2,E,False,-15.803106,53.03854
electricity_tariff,Energy Efficiency,0.6380970478057861,ESS3_R,E2,E,False,-15.488599,50.01721
electricity_tariffs,Energy Efficiency,0.6361148953437805,ESS3_R,E2,E,False,-15.400605,49.978363
electricity_trade,Energy Efficiency,0.6929051876068115,ESS3_R,E2,E,False,-13.283087,51.65463
electricity_transmission,Energy Efficiency,0.6327557563781738,ESS3_R,E2,E,False,-13.964499,53.76768
electrification,Energy Efficiency,0.4263696074485779,ESS3_R,E2,E,False,-12.042687,55.98694
electrification_program,Energy Efficiency,0.5200707316398621,ESS3_R,E2,E,False,-10.885198,54.799503
eligible_expenditures,Fiscal Management & Sustainability,0.6784613728523254,DIM2_3,G2,G,False,-36.891888,-35.810135
emergencies,Emergency Response & Security,0.6356602311134338,ESS4,S2,S,False,2.0901914,16.829824
emergency,Emergency Response & Security,0.6144167184829712,ESS4,S2,S,False,2.3267534,16.889208
emergency_preparedness,Emergency Response & Security,0.8366028070449829,ESS4,S2,S,False,4.6804156,17.836447
emission,Emissions & Hazardous Pollutants,0.5929535031318665,ESS3_P,E1,E,False,6.957345,30.369778
employee,Labor Management & Employment,0.6010809540748596,ESS2,S1,S,False,-29.148432,-1.3933127
employees,Labor Management & Employment,0.5602392554283142,ESS2,S1,S,False,-29.29749,-1.3076255
employer,Labor Management & Employment,0.6787373423576355,ESS2,S1,S,False,-29.536018,-2.5693989
employers,Labor Management & Employment,0.5904421806335449,ESS2,S1,S,False,-29.804672,-2.7702599
employment,Labor Management & Employment,0.6561017036437988,ESS2,S1,S,False,-29.393162,-4.226991
employment_opportunities,Labor Management & Employment,0.6038624048233032,ESS2,S1,S,False,-10.968974,-22.788425
encroachment,Workplace Health & Safety,0.5157824158668518,ESS2,S1,S,False,-3.261855,15.153844
endemic,Disease & Health Risks,0.48241138458251953,ESS4,S2,S,False,51.16124,1.0459051
endorsement,Bidding & Contract Management,0.4331498146057129,DIM6,G3,G,False,-35.994934,-0.9651861
energies,Energy Efficiency,0.6701536774635315,ESS3_R,E2,E,False,-5.364204,47.486053
energy,Energy Efficiency,0.6732151508331299,ESS3_R,E2,E,False,-5.309605,47.462677
energy_based,Energy Efficiency,0.7902180552482605,ESS3_R,E2,E,False,-6.7491226,48.213215
energy_conservation,Energy Efficiency,0.7538380026817322,ESS3_R,E2,E,False,-7.458801,47.203133
energy_consumption,Energy Efficiency,0.9266255497932434,ESS3_R,E2,E,False,-10.668258,47.322624
energy_demand,Energy Efficiency,0.8442315459251404,ESS3_R,E2,E,False,-12.673335,47.534695
energy_development,Energy Efficiency,0.802589476108551,ESS3_R,E2,E,False,-7.5383515,49.362324
energy_efficient,Energy Efficiency,0.8386713862419128,ESS3_R,E2,E,False,-9.173053,47.055325
energy_generation,Energy Efficiency,0.8700147867202759,ESS3_R,E2,E,False,-7.8984613,48.899902
energy_market,Energy Efficiency,0.7856625914573669,ESS3_R,E2,E,False,-12.099673,50.7001
energy_policy,Energy Efficiency,0.7653619647026062,ESS3_R,E2,E,False,-10.052551,50.393238
energy_production,Energy Efficiency,0.8305160999298096,ESS3_R,E2,E,False,-7.8117204,48.41319
energy_project,Energy Efficiency,0.8651491403579712,ESS3_R,E2,E,False,-8.727524,51.33737
energy_projects,Energy Efficiency,0.8237289190292358,ESS3_R,E2,E,False,-8.733219,51.490765
energy_related,Energy Efficiency,0.8168138265609741,ESS3_R,E2,E,False,-6.7100625,48.47487
energy_resources,Energy Efficiency,0.8806167244911194,ESS3_R,E2,E,False,-8.664388,50.174126
energy_sales,Energy Efficiency,0.7731366157531738,ESS3_R,E2,E,False,-12.697984,49.941494
energy_savings,Energy Efficiency,0.8701077699661255,ESS3_R,E2,E,False,-9.755341,48.07206
energy_sector,Energy Efficiency,0.742312490940094,ESS3_R,E2,E,False,-17.23731,48.248817
energy_strategy,Energy Efficiency,0.8372676968574524,ESS3_R,E2,E,False,-9.568171,49.29792
energy_supply,Energy Efficiency,0.8882697820663452,ESS3_R,E2,E,False,-10.953959,48.887817
enforceable,Accountability & Integrity,0.40493133664131165,DIM8_9,G5,G,False,-4.365783,-2.080527
enforcement,Accountability & Integrity,0.5983787178993225,DIM8_9,G5,G,False,-4.22139,-2.7045918
entitlement,Grievance Mechanisms,0.5491259694099426,ESS2,S1,S,False,2.3288083,8.54517
entitlements,Labor Management & Employment,0.5312381386756897,ESS2,S1,S,False,2.350076,8.578208
environment,Habitats & Ecosystems,0.549997091293335,ESS6,E3,E,False,39.159557,9.997289
environment_management,Habitats & Ecosystems,0.5991896390914917,ESS6,E3,E,False,37.252728,11.236564
environment_protection,Habitats & Ecosystems,0.6429916024208069,ESS6,E3,E,False,34.598286,12.942198
environment_related,Habitats & Ecosystems,0.6710038185119629,ESS6,E3,E,False,36.357838,10.108429
environmental_action,Emissions & Hazardous Pollutants,0.5981044173240662,ESS3_P,E1,E,False,33.290665,13.463628
environmental_analysis,Emissions & Hazardous Pollutants,0.7467920184135437,ESS3_P,E1,E,False,33.757107,11.545428
environmental_aspects,Habitats & Ecosystems,0.7403388023376465,ESS6,E3,E,False,34.37147,10.661824
environmental_assessment,Habitats & Ecosystems,0.7061395049095154,ESS6,E3,E,False,32.779755,11.969467
environmental_assessment_report,Emissions & Hazardous Pollutants,0.6369102597236633,ESS3_P,E1,E,False,31.901232,12.325222
environmental_assessments,Habitats & Ecosystems,0.7050202488899231,ESS6,E3,E,False,32.660313,12.009549
environmental_concerns,Emissions & Hazardous Pollutants,0.6863466501235962,ESS3_P,E1,E,False,33.44578,9.672859
environmental_conditions,Habitats & Ecosystems,0.6347354650497437,ESS6,E3,E,False,37.02605,13.004761
environmental_costs,Cost Analysis & Valuation,0.7158089280128479,DIM2_3,G2,G,False,30.002209,9.218093
environmental_guidelines,Habitats & Ecosystems,0.5780351758003235,ESS6,E3,E,False,35.639843,13.4986515
environmental_health,Emissions & Hazardous Pollutants,0.6777546405792236,ESS3_P,E1,E,False,34.869743,8.152198
environmental_impact,Emissions & Hazardous Pollutants,0.7041294574737549,ESS3_P,E1,E,False,31.064478,10.783402
environmental_impact_assessment,Emissions & Hazardous Pollutants,0.6284348368644714,ESS3_P,E1,E,False,31.039534,12.163764
environmental_impact_assessments,Emissions & Hazardous Pollutants,0.5898391008377075,ESS3_P,E1,E,False,31.104872,12.192677
environmental_impact_mitigation,Emissions & Hazardous Pollutants,0.6757217645645142,ESS3_P,E1,E,False,30.495802,13.308375
environmental_impacts,Emissions & Hazardous Pollutants,0.7104932069778442,ESS3_P,E1,E,False,31.079569,10.899543
environmental_issues,Emissions & Hazardous Pollutants,0.7070420384407043,ESS3_P,E1,E,False,33.65885,9.825655
environmental_management,Habitats & Ecosystems,0.7159320116043091,ESS6,E3,E,False,34.725353,11.258059
environmental_management_system,Habitats & Ecosystems,0.6049492359161377,ESS6,E3,E,False,35.499615,12.037982
environmental_mitigation,Emissions & Hazardous Pollutants,0.7576829791069031,ESS3_P,E1,E,False,30.97547,13.859526
environmental_mitigation_measures,Emissions & Hazardous Pollutants,0.6792821288108826,ESS3_P,E1,E,False,31.302267,14.095834
environmental_monitoring,Habitats & Ecosystems,0.6873796582221985,ESS6,E3,E,False,34.764008,11.912908
environmental_policy,Emissions & Hazardous Pollutants,0.6851809024810791,ESS3_P,E1,E,False,32.786865,10.377524
environmental_problems,Habitats & Ecosystems,0.678909420967102,ESS6,E3,E,False,34.305904,9.825798
environmental_protection,Emissions & Hazardous Pollutants,0.6983218789100647,ESS3_P,E1,E,False,33.07603,10.798735
environmental_protection_measures,Emissions & Hazardous Pollutants,0.6135626435279846,ESS3_P,E1,E,False,32.27145,14.015131
environmental_safeguard,Habitats & Ecosystems,0.6445841193199158,ESS6,E3,E,False,34.19212,13.409184
environmental_safeguards,Emissions & Hazardous Pollutants,0.668146014213562,ESS3_P,E1,E,False,34.124527,13.390784
environmental_screening,Emissions & Hazardous Pollutants,0.607828676700592,ESS3_P,E1,E,False,35.065136,14.055094
environmental_specialist,Habitats & Ecosystems,0.6625073552131653,ESS6,E3,E,False,35.3311,10.578329
environmental_supervision,Habitats & Ecosystems,0.5408686399459839,ESS6,E3,E,False,36.580227,11.9268055
environmental_training,Habitats & Ecosystems,0.5839731097221375,ESS6,E3,E,False,36.145084,11.224794
environmental_unit,Habitats & Ecosystems,0.5562590956687927,ESS6,E3,E,False,37.409836,12.903394
environmentally_friendly,Emissions & Hazardous Pollutants,0.644659698009491,ESS3_P,E1,E,False,31.651566,8.977128
environments,Habitats & Ecosystems,0.4700640141963959,ESS6,E3,E,False,39.19945,9.996139
epidemic,Disease & Health Risks,0.5215892791748047,ESS4,S2,S,False,50.701584,2.3293886
equipment_procurement,Procurement Systems & Processes,0.7862681746482849,DIM6,G3,G,False,1.1276373,-52.314747
equity_ratio,Economic Efficiency & Benefits,0.4033622145652771,DIM2_3,G2,G,False,-28.522295,-56.189674
estate,Land Acquisition & Property Rights,0.4622866213321686,ESS5,S3,S,False,21.441439,18.600386
estates,Land Acquisition & Property Rights,0.4998984932899475,ESS5,S3,S,False,21.50496,18.617298
ethics,Workplace Health & Safety,0.5695242285728455,ESS2,S1,S,False,-11.48109,9.243656
ethnic,Indigenous Peoples,0.5896973609924316,ESS7,S4,S,False,31.118212,-5.609557
ethnic_minorities,Indigenous Peoples,0.6332709789276123,ESS7,S4,S,False,32.033173,-5.008461
ethnic_minority,Indigenous Peoples,0.6005886197090149,ESS7,S4,S,False,32.010384,-5.014208
evaporation,Water Resources & Conservation,0.5203298330307007,ESS3_R,E2,E,False,29.940758,46.07657
ex_post_economic_analysis,Economic Efficiency & Benefits,0.554747998714447,DIM2_3,G2,G,False,-28.478333,-10.528446
ex_post_economic_evaluation,Economic Efficiency & Benefits,0.5940682888031006,DIM2_3,G2,G,False,-28.47841,-10.487753
excavations,Cultural Heritage,0.4925299286842346,ESS8,S5,S,False,19.556505,10.767105
expansion_plan,Strategic Plan,0.5756577253341675,DIM1,G1,G,False,7.4342933,-35.31534
expenditure_category,Fiscal Management & Sustainability,0.7180687785148621,DIM2_3,G2,G,False,-37.92443,-36.170315
expenditure_program,Fiscal Management & Sustainability,0.7121425867080688,DIM2_3,G2,G,False,-36.75238,-35.7322
expenditures,Fiscal Management & Sustainability,0.7742542028427124,DIM2_3,G2,G,False,-38.90253,-34.7165
expense,Fiscal Management & Sustainability,0.7111862301826477,DIM2_3,G2,G,False,-40.10355,-33.524532
expenses,Fiscal Management & Sustainability,0.7075399160385132,DIM2_3,G2,G,False,-40.122093,-33.550888
exploitation,Workplace Health & Safety,0.5809065103530884,ESS2,S1,S,False,1.1082947,7.125866
extensive_damage,Accidents & Hazards,0.5564461946487427,ESS4,S2,S,False,-1.8403836,21.515236
external_auditor,Operations & Performance,0.4848270118236542,DIM7,G4,G,False,-10.845808,-52.962288
external_auditors,Transparency & Disclosure,0.4877171516418457,DIM8_9,G5,G,False,-10.893755,-52.96908
external_monitoring,Operations & Performance,0.46682047843933105,DIM7,G4,G,False,22.212833,-44.024662
externalities,Economic Efficiency & Benefits,0.4763906002044678,DIM2_3,G2,G,False,-27.051104,-14.763999
extra_budgetary,Fiscal Management & Sustainability,0.6806691884994507,DIM2_3,G2,G,False,-32.32073,-37.82651
fairness,Accountability & Integrity,0.44372016191482544,DIM8_9,G5,G,False,3.9949913,6.2061687
farmland,Land Acquisition & Property Rights,0.5743123292922974,ESS5,S3,S,False,30.4708,26.12289
farmlands,Land Acquisition & Property Rights,0.6058444976806641,ESS5,S3,S,False,30.423473,26.087673
fatalities,Accidents & Hazards,0.5283869504928589,ESS4,S2,S,False,8.580693,15.593793
fauna,Species & Wildlife,0.6032695174217224,ESS6,E3,E,False,43.426945,23.198858
feasibility_stage,Cost Analysis & Valuation,0.40884312987327576,DIM2_3,G2,G,False,33.0868,-30.361351
feasibility_studies,Cost Analysis & Valuation,0.45901089906692505,DIM2_3,G2,G,False,33.40028,-29.511961
feasibility_study,Cost Analysis & Valuation,0.4637656509876251,DIM2_3,G2,G,False,33.26632,-29.570717
feasibility_study_report,Cost Analysis & Valuation,0.45708730816841125,DIM2_3,G2,G,False,33.40247,-29.32475
fecal,Waste Management & Disposal,0.4049467444419861,ESS3_P,E1,E,False,17.19177,41.499413
fee,Bidding & Contract Management,0.4498383700847626,DIM6,G3,G,False,-47.310402,-27.019087
fertilizer,Emissions & Hazardous Pollutants,0.4631856083869934,ESS3_P,E1,E,False,20.985613,36.20709
fertilizers,Pest & Vector Management,0.4344204366207123,ESS3_P,E1,E,False,20.978355,36.21456
filtration,Water Resources & Conservation,0.4895228147506714,ESS3_R,E2,E,False,22.441408,48.775738
final_consumption_expenditure,Fiscal Management & Sustainability,0.6204357743263245,DIM2_3,G2,G,False,-36.575695,-34.007526
final_cost,Cost Analysis & Valuation,0.5500834584236145,DIM2_3,G2,G,False,-32.679707,-26.914219
finance_department,Fiscal Management & Sustainability,0.5915035009384155,DIM2_3,G2,G,False,-20.402811,-48.093376
finances,Fiscal Management & Sustainability,0.6996671557426453,DIM2_3,G2,G,False,-47.4391,-25.22761
financial_accountability,Fiscal Management & Sustainability,0.6428914666175842,DIM2_3,G2,G,False,-23.000492,-46.036385
financial_accounting,Fiscal Management & Sustainability,0.6689595580101013,DIM2_3,G2,G,False,-20.303293,-49.08083
financial_analysis,Fiscal Management & Sustainability,0.5726513266563416,DIM2_3,G2,G,False,-26.56248,-52.324097
financial_analyzes,Fiscal Management & Sustainability,0.5521663427352905,DIM2_3,G2,G,False,-26.564404,-52.361206
financial_audit,Operations & Performance,0.6054787635803223,DIM7,G4,G,False,-17.23926,-53.316998
financial_autonomy,Fiscal Management & Sustainability,0.6714209914207458,DIM2_3,G2,G,False,-23.136566,-45.93029
financial_capacity,Fiscal Management & Sustainability,0.6298721432685852,DIM2_3,G2,G,False,-24.845407,-49.23935
financial_cost,Cost Analysis & Valuation,0.6883600950241089,DIM2_3,G2,G,False,-26.862251,-47.819954
financial_costs,Fiscal Management & Sustainability,0.710213840007782,DIM2_3,G2,G,False,-26.811443,-47.82146
financial_covenants,Fiscal Management & Sustainability,0.5210692286491394,DIM2_3,G2,G,False,-30.854338,-49.89453
financial_crisis,Fiscal Management & Sustainability,0.530881941318512,DIM2_3,G2,G,False,-25.615469,-44.20646
financial_criteria,Fiscal Management & Sustainability,0.5576286911964417,DIM2_3,G2,G,False,-24.242313,-52.33027
financial_equilibrium,Fiscal Management & Sustainability,0.5298055410385132,DIM2_3,G2,G,False,-27.232292,-51.39148
financial_evaluation,Fiscal Management & Sustainability,0.6218634843826294,DIM2_3,G2,G,False,-25.864676,-52.829716
financial_indicators,Operations & Performance,0.47112154960632324,DIM7,G4,G,False,-23.691078,-56.344856
financial_information,Transparency & Disclosure,0.5303966999053955,DIM8_9,G5,G,False,-25.46711,-51.507103
financial_institutions,Fiscal Management & Sustainability,0.5238681435585022,DIM2_3,G2,G,False,-20.783194,-45.858555
financial_management,Fiscal Management & Sustainability,0.6530250310897827,DIM2_3,G2,G,False,-21.80488,-48.884407
financial_management_arrangements,Fiscal Management & Sustainability,0.5973572134971619,DIM2_3,G2,G,False,-22.448095,-50.834824
financial_management_assessment,Fiscal Management & Sustainability,0.5989473462104797,DIM2_3,G2,G,False,-22.152546,-50.08765
financial_management_capacity,Fiscal Management & Sustainability,0.6237812638282776,DIM2_3,G2,G,False,-24.03522,-49.500175
financial_management_information,Transparency & Disclosure,0.5421251058578491,DIM8_9,G5,G,False,-21.50708,-51.45197
financial_management_manual,Fiscal Management & Sustainability,0.4645631015300751,DIM2_3,G2,G,False,-21.88843,-51.953934
financial_management_procedures,Fiscal Management & Sustainability,0.5920825004577637,DIM2_3,G2,G,False,-22.15098,-50.97355
financial_management_reports,Operations & Performance,0.5602708458900452,DIM7,G4,G,False,-20.299446,-53.138542
financial_management_requirements,Fiscal Management & Sustainability,0.5457282662391663,DIM2_3,G2,G,False,-22.943838,-51.7258
financial_management_risk,Cost Analysis & Valuation,0.5357252359390259,DIM2_3,G2,G,False,-22.69507,-48.715717
financial_management_specialist,Operations & Performance,0.4794866442680359,DIM7,G4,G,False,-21.574644,-48.28257
financial_management_system,Fiscal Management & Sustainability,0.5532047748565674,DIM2_3,G2,G,False,-21.0236,-50.427105
financial_management_systems,Fiscal Management & Sustainability,0.5377499461174011,DIM2_3,G2,G,False,-20.966349,-50.40127
financial_model,Fiscal Management & Sustainability,0.46862009167671204,DIM2_3,G2,G,False,-27.943289,-52.081516
financial_monitoring,Operations & Performance,0.6357786655426025,DIM7,G4,G,False,-19.783644,-52.126812
financial_monitoring_reports,Operations & Performance,0.5562726259231567,DIM7,G4,G,False,-19.878176,-53.04215
financial_performance,Fiscal Management & Sustainability,0.6218826174736023,DIM2_3,G2,G,False,-23.803455,-54.41206
financial_performance_indicators,Operations & Performance,0.5677859783172607,DIM7,G4,G,False,-23.712366,-55.83429
financial_performance_targets,Fiscal Management & Sustainability,0.5690209865570068,DIM2_3,G2,G,False,-24.66792,-55.264523
financial_plan,Fiscal Management & Sustainability,0.631669282913208,DIM2_3,G2,G,False,-28.203262,-49.284653
financial_planning,Fiscal Management & Sustainability,0.7106296420097351,DIM2_3,G2,G,False,-27.985449,-49.250042
financial_position,Fiscal Management & Sustainability,0.5439867377281189,DIM2_3,G2,G,False,-25.504423,-50.956993
financial_projections,Fiscal Management & Sustainability,0.6281510591506958,DIM2_3,G2,G,False,-26.04114,-54.64032
financial_rate,Fiscal Management & Sustainability,0.43419089913368225,DIM2_3,G2,G,False,-28.035793,-53.582462
financial_ratios,Fiscal Management & Sustainability,0.4218911826610565,DIM2_3,G2,G,False,-28.30203,-56.067547
financial_recovery,Fiscal Management & Sustainability,0.604514479637146,DIM2_3,G2,G,False,-25.199774,-45.657715
financial_reporting,Fiscal Management & Sustainability,0.5737332105636597,DIM2_3,G2,G,False,-20.587797,-54.04215
financial_reporting_package,Transparency & Disclosure,0.5037524104118347,DIM8_9,G5,G,False,-19.815315,-54.189953
financial_reports,Fiscal Management & Sustainability,0.5333057045936584,DIM2_3,G2,G,False,-20.845728,-54.01394
financial_resources,Fiscal Management & Sustainability,0.6467880010604858,DIM2_3,G2,G,False,-25.73417,-50.081112
financial_restructuring,Fiscal Management & Sustainability,0.5794888138771057,DIM2_3,G2,G,False,-25.067436,-45.8757
financial_results,Fiscal Management & Sustainability,0.5402055382728577,DIM2_3,G2,G,False,-22.373041,-54.737106
financial_returns,Fiscal Management & Sustainability,0.4944876432418823,DIM2_3,G2,G,False,-26.804136,-53.645134
financial_statements,Fiscal Management & Sustainability,0.6104795336723328,DIM2_3,G2,G,False,-20.98922,-55.039547
financial_targets,Fiscal Management & Sustainability,0.5231408476829529,DIM2_3,G2,G,False,-25.307444,-55.30818
financial_viability,Fiscal Management & Sustainability,0.6805020570755005,DIM2_3,G2,G,False,-24.841621,-47.270676
financial_year,Fiscal Management & Sustainability,0.5728891491889954,DIM2_3,G2,G,False,-32.054115,-42.853294
financing_agreement,Bidding & Contract Management,0.5886827111244202,DIM6,G3,G,False,-31.35546,-48.782467
financing_arrangements,Bidding & Contract Management,0.6012414693832397,DIM6,G3,G,False,-31.276382,-48.66301
financing_gap,Fiscal Management & Sustainability,0.5841225981712341,DIM2_3,G2,G,False,-32.44851,-49.027874
financing_mechanism,Fiscal Management & Sustainability,0.5419918894767761,DIM2_3,G2,G,False,-31.582386,-48.12433
financing_plan,Fiscal Management & Sustainability,0.58149653673172,DIM2_3,G2,G,False,-29.720448,-48.793068
fines,Accountability & Integrity,0.5326349139213562,DIM8_9,G5,G,False,-4.485831,1.2624764
firewood,Forestry & Forest Management,0.5405309200286865,ESS6,E3,E,False,40.723743,33.02921
firms,Bidding & Contract Management,0.4113719165325165,DIM6,G3,G,False,-41.760017,-7.194599
fiscal,Fiscal Management & Sustainability,0.6857130527496338,DIM2_3,G2,G,False,-35.420845,-40.951336
fiscal_framework,Fiscal Management & Sustainability,0.7157005667686462,DIM2_3,G2,G,False,-35.071674,-40.3104
fiscal_impact,Fiscal Management & Sustainability,0.7013610005378723,DIM2_3,G2,G,False,-35.322243,-39.99179
fiscal_space,Fiscal Management & Sustainability,0.6443871855735779,DIM2_3,G2,G,False,-34.818394,-40.72218
fiscal_year,Fiscal Management & Sustainability,0.5924725532531738,DIM2_3,G2,G,False,-33.417732,-41.967182
fisheries,Habitats & Ecosystems,0.5659091472625732,ESS6,E3,E,False,47.357407,32.772987
fishery,Habitats & Ecosystems,0.5325857400894165,ESS6,E3,E,False,47.264286,32.802727
fixed_price,Bidding & Contract Management,0.4788108468055725,DIM6,G3,G,False,-36.945923,-21.801817
flood_protection,Accidents & Hazards,0.6915441751480103,ESS4,S2,S,False,25.026152,46.100677
floods,Accidents & Hazards,0.6566907167434692,ESS4,S2,S,False,30.868435,42.15219
flora,Species & Wildlife,0.48580077290534973,ESS6,E3,E,False,38.382053,27.184752
food,Workplace Health & Safety,0.5055728554725647,ESS2,S1,S,False,23.01827,34.069878
foreign_consultants,Bidding & Contract Management,0.556067168712616,DIM6,G3,G,False,-1.5654969,-41.58959
foreign_direct_investment,Fiscal Management & Sustainability,0.41924038529396057,DIM2_3,G2,G,False,-10.415366,-35.549927
foreign_exchange_cost,Cost Analysis & Valuation,0.5259485840797424,DIM2_3,G2,G,False,-39.433506,-30.201971
foreign_exchange_losses,Cost Analysis & Valuation,0.4521092474460602,DIM2_3,G2,G,False,-39.479,-30.239046
foreign_expenditures,Fiscal Management & Sustainability,0.6532849073410034,DIM2_3,G2,G,False,-35.59357,-35.1508
formalization,Institutional Capacity,0.48045921325683594,DIM1,G1,G,False,-18.874855,1.4251667
fossil_fuel,Emissions & Hazardous Pollutants,0.6676636338233948,ESS3_P,E1,E,False,-0.49041232,36.868416
fraud,Accountability & Integrity,0.525454580783844,DIM8_9,G5,G,False,2.306438,-0.4949193
fraudulent,Accountability & Integrity,0.5242433547973633,DIM8_9,G5,G,False,2.259422,-0.55588645
freedom,Workplace Health & Safety,0.5079659223556519,ESS2,S1,S,False,-6.397444,-2.0772672
freshwater,Water Resources & Conservation,0.5650380253791809,ESS3_R,E2,E,False,36.51092,45.733963
fuel,Energy Efficiency,0.532978892326355,ESS3_R,E2,E,False,3.4427617,35.3478
fuel_based,Energy Efficiency,0.6104204058647156,ESS3_R,E2,E,False,-1.0297705,37.639236
fuel_consumption,Energy Efficiency,0.7046934962272644,ESS3_R,E2,E,False,-4.8882594,38.2833
fuel_costs,Energy Efficiency,0.5907928347587585,ESS3_R,E2,E,False,-5.1168494,37.76339
fuel_oil,Energy Efficiency,0.5705325603485107,ESS3_R,E2,E,False,-0.1063857,37.9474
fuel_prices,Energy Efficiency,0.48457610607147217,ESS3_R,E2,E,False,-5.273674,37.571156
fuel_tax,Energy Efficiency,0.5550830960273743,ESS3_R,E2,E,False,-4.2141967,37.839104
fuels,Emissions & Hazardous Pollutants,0.5656224489212036,ESS3_P,E1,E,False,3.4270177,35.31426
funds_flow,Fiscal Management & Sustainability,0.452336847782135,DIM2_3,G2,G,False,-38.434772,-44.420425
fur,Species & Wildlife,0.405000776052475,ESS6,E3,E,False,45.168106,28.855875
future_financial_performance,Fiscal Management & Sustainability,0.6152883768081665,DIM2_3,G2,G,False,-23.868406,-54.330692
garbage,Waste Management & Disposal,0.5233266949653625,ESS3_P,E1,E,False,8.528998,44.904324
gardens,Forestry & Forest Management,0.5114485621452332,ESS6,E3,E,False,35.462776,28.076246
gas,Emissions & Hazardous Pollutants,0.5381969809532166,ESS3_P,E1,E,False,5.129955,35.66883
gas_based,Energy Efficiency,0.4618443548679352,ESS3_R,E2,E,False,-1.7614694,38.10425
gas_emissions,Emissions & Hazardous Pollutants,0.7723469734191895,ESS3_P,E1,E,False,7.4371734,28.405056
gas_fired,Energy Efficiency,0.5203568339347839,ESS3_R,E2,E,False,-1.0900232,39.2923
gas_turbine,Energy Efficiency,0.6272485852241516,ESS3_R,E2,E,False,-2.2090793,40.868416
